,subId,rt,im1,im2,response,low_first,repeat,task_type,correct,pair_ind
0,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,9310.0,/static/images/modifae_pairwise/aggressive_new/136208_-1.png,/static/images/modifae_pairwise/aggressive_new/136208_0.0.png,left,1.0,0.0,modifae,False,78.0
1,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2223.0,/static/images/modifae_pairwise/aggressive_new/136189_0.0.png,/static/images/modifae_pairwise/aggressive_new/136189_-1.png,left,0.0,0.0,modifae,True,10.0
2,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2101.0,/static/images/modifae_pairwise/aggressive_new/136262_-1.png,/static/images/modifae_pairwise/aggressive_new/136262_0.0.png,right,1.0,0.0,modifae,True,63.0
3,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,3934.0,/static/images/modifae_pairwise/aggressive_new/136255_-1.png,/static/images/modifae_pairwise/aggressive_new/136255_0.0.png,right,1.0,0.0,modifae,True,47.0
4,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2997.0,/static/images/modifae_pairwise/aggressive_new/136201_-1.png,/static/images/modifae_pairwise/aggressive_new/136201_0.0.png,right,1.0,0.0,modifae,True,77.0
5,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,1888.0,/static/images/modifae_pairwise/aggressive_new/136266_0.0.png,/static/images/modifae_pairwise/aggressive_new/136266_-1.png,left,0.0,0.0,modifae,True,59.0
6,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2009.0,/static/images/modifae_pairwise/aggressive_new/136267_-1.png,/static/images/modifae_pairwise/aggressive_new/136267_0.0.png,left,1.0,0.0,modifae,False,60.0
7,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2251.0,/static/images/modifae_pairwise/aggressive_new/136224_-1.png,/static/images/modifae_pairwise/aggressive_new/136224_0.0.png,right,1.0,1.0,modifae,True,4.0
8,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2692.0,/static/images/gt_pairwise/aggressive-mid-6.png,/static/images/gt_pairwise/aggressive-low-6.png,left,0.0,0.0,gt,True,86.0
9,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2321.0,/static/images/modifae_pairwise/aggressive_new/136202_0.0.png,/static/images/modifae_pairwise/aggressive_new/136202_-1.png,right,0.0,0.0,modifae,False,74.0
10,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2333.0,/static/images/modifae_pairwise/aggressive_new/136249_0.0.png,/static/images/modifae_pairwise/aggressive_new/136249_-1.png,left,0.0,0.0,modifae,True,32.0
11,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2228.0,/static/images/modifae_pairwise/aggressive_new/136255_0.0.png,/static/images/modifae_pairwise/aggressive_new/136255_-1.png,left,0.0,1.0,modifae,True,47.0
12,A2KYOM2ZGYDJGT:3DY4FPOOA3V89QIKLPIF2LIINGQVRI,2024.0,/static/images/gt_pairwise/aggressive-mid-4.png,/static/images/gt_pairwise/aggressive-low-4.png,left,0.0,0.0,gt,True,84.0
