,subId,rt,im1,im2,response,low_first,repeat,task_type,correct,pair_ind
0,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,2796.0,/static/images/modifae_pairwise/attractive_new/136267_0.0.png,/static/images/modifae_pairwise/attractive_new/136267_-1.png,left,0.0,0.0,modifae,True,60.0
1,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1554.0,/static/images/modifae_pairwise/attractive_new/136253_0.0.png,/static/images/modifae_pairwise/attractive_new/136253_-1.png,right,0.0,0.0,modifae,False,45.0
2,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1292.0,/static/images/modifae_pairwise/attractive_new/136243_-1.png,/static/images/modifae_pairwise/attractive_new/136243_0.0.png,left,1.0,0.0,modifae,False,34.0
3,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1234.0,/static/images/modifae_pairwise/attractive_new/136231_-1.png,/static/images/modifae_pairwise/attractive_new/136231_0.0.png,right,1.0,0.0,modifae,True,21.0
4,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1228.0,/static/images/modifae_pairwise/attractive_new/136181_0.0.png,/static/images/modifae_pairwise/attractive_new/136181_-1.png,left,0.0,0.0,modifae,True,27.0
5,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1710.0,/static/images/modifae_pairwise/attractive_new/136238_-1.png,/static/images/modifae_pairwise/attractive_new/136238_0.0.png,left,1.0,0.0,modifae,False,14.0
6,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1413.0,/static/images/modifae_pairwise/attractive_new/136202_0.0.png,/static/images/modifae_pairwise/attractive_new/136202_-1.png,right,0.0,0.0,modifae,False,74.0
7,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1697.0,/static/images/modifae_pairwise/attractive_new/136254_-1.png,/static/images/modifae_pairwise/attractive_new/136254_0.0.png,right,1.0,0.0,modifae,True,48.0
8,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1268.0,/static/images/modifae_pairwise/attractive_new/136184_0.0.png,/static/images/modifae_pairwise/attractive_new/136184_-1.png,left,0.0,0.0,modifae,True,24.0
9,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1918.0,/static/images/modifae_pairwise/attractive_new/136268_-1.png,/static/images/modifae_pairwise/attractive_new/136268_0.0.png,right,1.0,0.0,modifae,True,66.0
10,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1608.0,/static/images/modifae_pairwise/attractive_new/136252_-1.png,/static/images/modifae_pairwise/attractive_new/136252_0.0.png,right,1.0,0.0,modifae,True,46.0
11,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1533.0,/static/images/modifae_pairwise/attractive_new/136206_0.0.png,/static/images/modifae_pairwise/attractive_new/136206_-1.png,right,0.0,0.0,modifae,False,70.0
12,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1483.0,/static/images/modifae_pairwise/attractive_new/136255_-1.png,/static/images/modifae_pairwise/attractive_new/136255_0.0.png,left,1.0,0.0,modifae,False,47.0
13,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,2022.0,/static/images/modifae_pairwise/attractive_new/136240_-1.png,/static/images/modifae_pairwise/attractive_new/136240_0.0.png,left,1.0,0.0,modifae,False,35.0
14,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1286.0,/static/images/gt_pairwise/attractive-low-9.png,/static/images/gt_pairwise/attractive-mid-9.png,right,1.0,0.0,gt,True,89.0
15,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1487.0,/static/images/modifae_pairwise/attractive_new/136260_0.0.png,/static/images/modifae_pairwise/attractive_new/136260_-1.png,left,0.0,0.0,modifae,True,61.0
16,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1381.0,/static/images/modifae_pairwise/attractive_new/136270_-1.png,/static/images/modifae_pairwise/attractive_new/136270_0.0.png,right,1.0,0.0,modifae,True,69.0
17,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1647.0,/static/images/modifae_pairwise/attractive_new/136213_-1.png,/static/images/modifae_pairwise/attractive_new/136213_0.0.png,left,1.0,0.0,modifae,False,62.0
18,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1469.0,/static/images/modifae_pairwise/attractive_new/136263_-1.png,/static/images/modifae_pairwise/attractive_new/136263_0.0.png,left,1.0,0.0,modifae,False,64.0
19,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1255.0,/static/images/modifae_pairwise/attractive_new/136247_-1.png,/static/images/modifae_pairwise/attractive_new/136247_0.0.png,right,1.0,0.0,modifae,True,38.0
20,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,1589.0,/static/images/modifae_pairwise/attractive_new/136188_-1.png,/static/images/modifae_pairwise/attractive_new/136188_0.0.png,right,1.0,0.0,modifae,True,11.0
21,AFN5VMMGYPF1I:3QRYMNZ7F0O8H0M3NN1JSJPNP25NTY,2025.0,/static/images/modifae_pairwise/attractive_new/136189_0.0.png,/static/images/modifae_pairwise/attractive_new/136189_-1.png,right,0.0,1.0,modifae,False,10.0
