,Filename,aggressive,repeat
77,127629_0.7045454545454546.png,0.7045454545454546,0
72,031175_-0.5833333333333333.png,-0.5833333333333333,0
17,049976_-0.3712121212121212.png,-0.3712121212121212,0
30,036571_0.09848484848484851.png,0.09848484848484851,0
90,164278_-0.3409090909090909.png,-0.3409090909090909,1
95,179630_0.037878787878787845.png,0.037878787878787845,1
53,134466_0.6742424242424243.png,0.6742424242424243,0
87,119374_0.38636363636363646.png,0.38636363636363646,1
94,080609_0.5227272727272727.png,0.5227272727272727,1
76,182685_0.446969696969697.png,0.446969696969697,0
31,065471_0.053030303030303094.png,0.053030303030303094,0
52,023416_-0.5984848484848485.png,-0.5984848484848485,0
44,195398_-0.14393939393939392.png,-0.14393939393939392,0
42,160014_-0.18939393939393934.png,-0.18939393939393934,0
97,154698_-0.20454545454545459.png,-0.20454545454545459,1
62,043491_-0.4318181818181818.png,-0.4318181818181818,0
10,167696_0.643939393939394.png,0.643939393939394,0
68,042205_-0.5075757575757576.png,-0.5075757575757576,0
19,164329_0.5075757575757576.png,0.5075757575757576,0
71,033672_-0.41666666666666663.png,-0.41666666666666663,0
32,006240_0.3560606060606062.png,0.3560606060606062,0
35,167548_0.022727272727272707.png,0.022727272727272707,0
40,042441_-0.75.png,-0.75,0
12,025504_0.75.png,0.75,0
18,032145_-0.3560606060606061.png,-0.3560606060606061,0
82,090482_0.553030303030303.png,0.553030303030303,1
91,043491_-0.4318181818181818.png,-0.4318181818181818,1
26,141962_-0.08333333333333326.png,-0.08333333333333326,0
43,113917_-0.25.png,-0.25,0
54,114340_-0.12878787878787878.png,-0.12878787878787878,0
48,106456_-0.6742424242424242.png,-0.6742424242424242,0
64,099376_0.5378787878787878.png,0.5378787878787878,0
51,050886_-0.5681818181818181.png,-0.5681818181818181,0
27,098030_0.41666666666666674.png,0.41666666666666674,0
33,144397_0.26515151515151514.png,0.26515151515151514,0
70,059180_-0.15909090909090906.png,-0.15909090909090906,0
50,026104_-0.4772727272727273.png,-0.4772727272727273,0
93,127629_0.7045454545454546.png,0.7045454545454546,1
15,048059_0.46212121212121215.png,0.46212121212121215,0
89,012864_0.2803030303030303.png,0.2803030303030303,1
3,030657_-0.6590909090909091.png,-0.6590909090909091,0
86,167679_0.3712121212121213.png,0.3712121212121213,1
84,032145_-0.3560606060606061.png,-0.3560606060606061,1
58,001195_-0.38636363636363635.png,-0.38636363636363635,0
78,165559_-0.5227272727272727.png,-0.5227272727272727,0
73,027333_-0.6287878787878788.png,-0.6287878787878788,0
92,053178_0.06818181818181823.png,0.06818181818181823,1
7,172473_0.6590909090909092.png,0.6590909090909092,0
80,103635_0.25.png,0.25,1
28,125135_-0.7348484848484849.png,-0.7348484848484849,0
65,044525_0.4015151515151516.png,0.4015151515151516,0
46,134277_0.5984848484848486.png,0.5984848484848486,0
49,102475_0.1742424242424243.png,0.1742424242424243,0
20,080609_0.5227272727272727.png,0.5227272727272727,0
69,026534_0.21969696969696972.png,0.21969696969696972,0
74,045867_-0.4621212121212121.png,-0.4621212121212121,0
60,067211_0.5833333333333335.png,0.5833333333333335,0
66,012864_0.2803030303030303.png,0.2803030303030303,0
36,026389_-0.022727272727272707.png,-0.022727272727272707,0
9,154698_-0.20454545454545459.png,-0.20454545454545459,0
98,026389_-0.022727272727272707.png,-0.022727272727272707,1
55,180638_-0.26515151515151514.png,-0.26515151515151514,0
11,090482_0.553030303030303.png,0.553030303030303,0
57,180191_-0.44696969696969696.png,-0.44696969696969696,0
0,031230_0.2954545454545454.png,0.2954545454545454,0
14,023784_0.6893939393939394.png,0.6893939393939394,0
59,112685_-0.007575757575757569.png,-0.007575757575757569,0
23,008091_-0.6439393939393939.png,-0.6439393939393939,0
81,038177_-0.7196969696969697.png,-0.7196969696969697,1
22,142593_0.15909090909090917.png,0.15909090909090917,0
99,065471_0.053030303030303094.png,0.053030303030303094,1
38,032683_0.007575757575757569.png,0.007575757575757569,0
37,133467_-0.3106060606060606.png,-0.3106060606060606,0
61,164278_-0.3409090909090909.png,-0.3409090909090909,0
47,148397_-0.037878787878787845.png,-0.037878787878787845,0
21,109247_0.6136363636363638.png,0.6136363636363638,0
75,154764_-0.09848484848484851.png,-0.09848484848484851,0
83,109247_0.6136363636363638.png,0.6136363636363638,1
24,103635_0.25.png,0.25,0
67,141261_0.18939393939393945.png,0.18939393939393945,0
96,144397_0.26515151515151514.png,0.26515151515151514,1
56,010202_-0.32575757575757575.png,-0.32575757575757575,0
29,041829_-0.4015151515151515.png,-0.4015151515151515,0
88,010202_-0.32575757575757575.png,-0.32575757575757575,1
4,098631_0.23484848484848486.png,0.23484848484848486,0
41,040610_-0.553030303030303.png,-0.553030303030303,0
34,081779_0.34090909090909083.png,0.34090909090909083,0
8,179630_0.037878787878787845.png,0.037878787878787845,0
6,061283_-0.49242424242424243.png,-0.49242424242424243,0
85,112685_-0.007575757575757569.png,-0.007575757575757569,1
5,167679_0.3712121212121213.png,0.3712121212121213,0
13,053178_0.06818181818181823.png,0.06818181818181823,0
79,198714_0.6287878787878789.png,0.6287878787878789,0
2,038177_-0.7196969696969697.png,-0.7196969696969697,0
39,163106_0.20454545454545459.png,0.20454545454545459,0
63,119374_0.38636363636363646.png,0.38636363636363646,0
45,006580_-0.1742424242424242.png,-0.1742424242424242,0
16,110088_-0.11363636363636365.png,-0.11363636363636365,0
25,150226_0.3257575757575757.png,0.3257575757575757,0
1,018758_-0.23484848484848486.png,-0.23484848484848486,0
