im1_name,im2_name,low_first,repeat,task_type
/static/images/modifae_pairwise/trustworthy/136185_0.0.png,/static/images/modifae_pairwise/trustworthy/136185_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136237_-0.75.png,/static/images/modifae_pairwise/trustworthy/136237_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136241_-0.75.png,/static/images/modifae_pairwise/trustworthy/136241_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136226_-0.75.png,/static/images/modifae_pairwise/trustworthy/136226_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136181_0.0.png,/static/images/modifae_pairwise/trustworthy/136181_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136254_-0.75.png,/static/images/modifae_pairwise/trustworthy/136254_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136180_-0.75.png,/static/images/modifae_pairwise/trustworthy/136180_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136227_0.0.png,/static/images/modifae_pairwise/trustworthy/136227_-0.75.png,0,0,gt
/static/images/modifae_pairwise/trustworthy/136228_0.0.png,/static/images/modifae_pairwise/trustworthy/136228_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136229_0.0.png,/static/images/modifae_pairwise/trustworthy/136229_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136189_0.0.png,/static/images/modifae_pairwise/trustworthy/136189_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136251_-0.75.png,/static/images/modifae_pairwise/trustworthy/136251_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136261_0.0.png,/static/images/modifae_pairwise/trustworthy/136261_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136239_0.0.png,/static/images/modifae_pairwise/trustworthy/136239_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136238_0.0.png,/static/images/modifae_pairwise/trustworthy/136238_-0.75.png,0,1,modifae
/static/images/modifae_pairwise/trustworthy/136237_0.0.png,/static/images/modifae_pairwise/trustworthy/136237_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136236_0.0.png,/static/images/modifae_pairwise/trustworthy/136236_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136181_-0.75.png,/static/images/modifae_pairwise/trustworthy/136181_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136234_0.0.png,/static/images/modifae_pairwise/trustworthy/136234_-0.75.png,0,0,gt
/static/images/gt_pairwise/trustworthy-low-0.png,/static/images/gt_pairwise/trustworthy-mid-0.png,1,0,gt
/static/images/modifae_pairwise/trustworthy/136232_0.0.png,/static/images/modifae_pairwise/trustworthy/136232_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136231_0.0.png,/static/images/modifae_pairwise/trustworthy/136231_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136259_-0.75.png,/static/images/modifae_pairwise/trustworthy/136259_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136240_-0.75.png,/static/images/modifae_pairwise/trustworthy/136240_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136221_0.0.png,/static/images/modifae_pairwise/trustworthy/136221_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136222_0.0.png,/static/images/modifae_pairwise/trustworthy/136222_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136223_0.0.png,/static/images/modifae_pairwise/trustworthy/136223_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136231_-0.75.png,/static/images/modifae_pairwise/trustworthy/136231_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136244_-0.75.png,/static/images/modifae_pairwise/trustworthy/136244_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136195_-0.75.png,/static/images/modifae_pairwise/trustworthy/136195_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136182_0.0.png,/static/images/modifae_pairwise/trustworthy/136182_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136248_0.0.png,/static/images/modifae_pairwise/trustworthy/136248_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136249_0.0.png,/static/images/modifae_pairwise/trustworthy/136249_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136242_0.0.png,/static/images/modifae_pairwise/trustworthy/136242_-0.75.png,0,1,modifae
/static/images/gt_pairwise/trustworthy-low-5.png,/static/images/gt_pairwise/trustworthy-mid-5.png,1,0,gt
/static/images/modifae_pairwise/trustworthy/136243_-0.75.png,/static/images/modifae_pairwise/trustworthy/136243_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136241_0.0.png,/static/images/modifae_pairwise/trustworthy/136241_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136193_-0.75.png,/static/images/modifae_pairwise/trustworthy/136193_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136247_0.0.png,/static/images/modifae_pairwise/trustworthy/136247_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136244_0.0.png,/static/images/modifae_pairwise/trustworthy/136244_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136251_-0.75.png,/static/images/modifae_pairwise/trustworthy/136251_0.0.png,1,1,modifae
/static/images/modifae_pairwise/trustworthy/136212_-0.75.png,/static/images/modifae_pairwise/trustworthy/136212_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136258_-0.75.png,/static/images/modifae_pairwise/trustworthy/136258_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136207_-0.75.png,/static/images/modifae_pairwise/trustworthy/136207_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136250_0.0.png,/static/images/modifae_pairwise/trustworthy/136250_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136228_-0.75.png,/static/images/modifae_pairwise/trustworthy/136228_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136252_0.0.png,/static/images/modifae_pairwise/trustworthy/136252_-0.75.png,0,0,gt
/static/images/modifae_pairwise/trustworthy/136255_0.0.png,/static/images/modifae_pairwise/trustworthy/136255_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136254_0.0.png,/static/images/modifae_pairwise/trustworthy/136254_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136257_0.0.png,/static/images/modifae_pairwise/trustworthy/136257_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136239_-0.75.png,/static/images/modifae_pairwise/trustworthy/136239_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136196_0.0.png,/static/images/modifae_pairwise/trustworthy/136196_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136197_0.0.png,/static/images/modifae_pairwise/trustworthy/136197_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136217_0.0.png,/static/images/modifae_pairwise/trustworthy/136217_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136266_-0.75.png,/static/images/modifae_pairwise/trustworthy/136266_0.0.png,1,1,modifae
/static/images/modifae_pairwise/trustworthy/136192_0.0.png,/static/images/modifae_pairwise/trustworthy/136192_-0.75.png,0,0,modifae
/static/images/gt_pairwise/trustworthy-low-7.png,/static/images/gt_pairwise/trustworthy-mid-7.png,1,0,gt
/static/images/modifae_pairwise/trustworthy/136248_-0.75.png,/static/images/modifae_pairwise/trustworthy/136248_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136265_0.0.png,/static/images/modifae_pairwise/trustworthy/136265_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136188_-0.75.png,/static/images/modifae_pairwise/trustworthy/136188_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136267_0.0.png,/static/images/modifae_pairwise/trustworthy/136267_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136197_-0.75.png,/static/images/modifae_pairwise/trustworthy/136197_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136213_0.0.png,/static/images/modifae_pairwise/trustworthy/136213_-0.75.png,0,0,gt
/static/images/modifae_pairwise/trustworthy/136200_-0.75.png,/static/images/modifae_pairwise/trustworthy/136200_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136263_0.0.png,/static/images/modifae_pairwise/trustworthy/136263_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136212_0.0.png,/static/images/modifae_pairwise/trustworthy/136212_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136270_-0.75.png,/static/images/modifae_pairwise/trustworthy/136270_0.0.png,1,1,modifae
/static/images/modifae_pairwise/trustworthy/136261_-0.75.png,/static/images/modifae_pairwise/trustworthy/136261_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136271_0.0.png,/static/images/modifae_pairwise/trustworthy/136271_-0.75.png,0,1,modifae
/static/images/modifae_pairwise/trustworthy/136238_-0.75.png,/static/images/modifae_pairwise/trustworthy/136238_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136206_0.0.png,/static/images/modifae_pairwise/trustworthy/136206_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136250_-0.75.png,/static/images/modifae_pairwise/trustworthy/136250_0.0.png,1,1,modifae
/static/images/modifae_pairwise/trustworthy/136204_0.0.png,/static/images/modifae_pairwise/trustworthy/136204_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136205_0.0.png,/static/images/modifae_pairwise/trustworthy/136205_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136202_0.0.png,/static/images/modifae_pairwise/trustworthy/136202_-0.75.png,0,1,modifae
/static/images/modifae_pairwise/trustworthy/136184_-0.75.png,/static/images/modifae_pairwise/trustworthy/136184_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136200_0.0.png,/static/images/modifae_pairwise/trustworthy/136200_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136229_-0.75.png,/static/images/modifae_pairwise/trustworthy/136229_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136208_0.0.png,/static/images/modifae_pairwise/trustworthy/136208_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136237_-0.75.png,/static/images/modifae_pairwise/trustworthy/136237_0.0.png,1,1,modifae
/static/images/modifae_pairwise/trustworthy/136253_0.0.png,/static/images/modifae_pairwise/trustworthy/136253_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136181_0.0.png,/static/images/modifae_pairwise/trustworthy/136181_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136252_-0.75.png,/static/images/modifae_pairwise/trustworthy/136252_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136270_0.0.png,/static/images/modifae_pairwise/trustworthy/136270_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136265_-0.75.png,/static/images/modifae_pairwise/trustworthy/136265_0.0.png,1,0,modifae
/static/images/modifae_pairwise/trustworthy/136251_0.0.png,/static/images/modifae_pairwise/trustworthy/136251_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136237_0.0.png,/static/images/modifae_pairwise/trustworthy/136237_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136266_0.0.png,/static/images/modifae_pairwise/trustworthy/136266_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136250_0.0.png,/static/images/modifae_pairwise/trustworthy/136250_-0.75.png,0,0,modifae
/static/images/modifae_pairwise/trustworthy/136220_-0.75.png,/static/images/modifae_pairwise/trustworthy/136220_0.0.png,1,0,modifae
/static/images/gt_pairwise/trustworthy-mid-0.png,/static/images/gt_pairwise/trustworthy-low-0.png,0,0,modifae
/static/images/gt_pairwise/trustworthy-mid-1.png,/static/images/gt_pairwise/trustworthy-low-1.png,0,0,modifae
/static/images/gt_pairwise/trustworthy-mid-2.png,/static/images/gt_pairwise/trustworthy-low-2.png,0,0,modifae
/static/images/gt_pairwise/trustworthy-mid-3.png,/static/images/gt_pairwise/trustworthy-low-3.png,0,0,modifae
/static/images/gt_pairwise/trustworthy-mid-4.png,/static/images/gt_pairwise/trustworthy-low-4.png,0,1,modifae
