,subId,rt,imgName,isRepeat,rating,trial_index,debug_mode
101,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,5236,/static/images/2kfaces/Google_1_Timothy Galvan_11_oval.jpg,0,7,7,live
102,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3877,/static/images/2kfaces/Google_1_Eva Kirkman_15_oval.jpg,0,8,8,live
103,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2296,/static/images/2kfaces/Google_1_Sarah Woodcock_3_oval.jpg,0,7,9,live
104,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2236,/static/images/2kfaces/Google_1_Jonathan Marek_5_oval.jpg,0,7,10,live
105,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2434,/static/images/2kfaces/Google_1_Frank Whitehouse_3_oval.jpg,0,8,11,live
106,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2064,/static/images/2kfaces/Google_1_Samuel Goff_1_oval.jpg,0,6,12,live
107,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,5056,/static/images/2kfaces/Google_1_Paul Horst_15_oval.jpg,0,7,13,live
108,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2265,/static/images/2kfaces/Google_1_Tina Middleton_7_oval.jpg,0,7,14,live
109,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,1999,/static/images/2kfaces/Google_1_Marjorie Rule_3_oval.jpg,0,8,15,live
110,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,5853,/static/images/2kfaces/Google_1_Kenneth Rigsby_15_oval.jpg,0,7,17,live
111,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3191,/static/images/2kfaces/Google_1_Kenneth Cabral_19_oval.jpg,0,7,18,live
112,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2755,/static/images/2kfaces/Google_1_Andrew Diggs_9_oval.jpg,0,8,19,live
113,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,5134,/static/images/2kfaces/Google_1_Eric Osuna_3_oval.jpg,0,6,20,live
114,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2318,/static/images/2kfaces/Google_1_Cindy Morehead_5_oval.jpg,0,7,21,live
115,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2240,/static/images/2kfaces/Google_1_Donna Asberry_5_oval.jpg,0,6,22,live
116,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,4117,/static/images/2kfaces/Google_1_Erika Fletcher_1_oval.jpg,0,7,23,live
117,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2191,/static/images/2kfaces/Google_1_Gary Nance_3_oval.jpg,0,8,24,live
118,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2520,/static/images/2kfaces/Google_1_Carole Bentley_7_oval.jpg,0,8,25,live
119,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2043,/static/images/2kfaces/Google_1_Ernest Crump_3_oval.jpg,0,7,26,live
120,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2075,/static/images/2kfaces/Google_1_Antonio Benn_12_oval.jpg,0,7,28,live
121,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2065,/static/images/2kfaces/Google_1_Alma Poor_7_oval.jpg,0,8,29,live
122,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2447,/static/images/2kfaces/Google_1_Henry Gumm_19_oval.jpg,0,7,30,live
123,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2689,/static/images/2kfaces/Google_1_Shelley Lund_5_oval.jpg,0,8,31,live
124,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3531,/static/images/2kfaces/Google_1_Gary Perri_3_oval.jpg,0,6,32,live
125,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,4517,/static/images/2kfaces/Google_1_Gregory Arriola_3_oval.jpg,0,7,33,live
126,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2386,/static/images/2kfaces/Google_1_Valerie Noble_9_oval.jpg,0,6,34,live
127,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,5459,/static/images/2kfaces/Google_1_Claudia Rohrer_13_oval.jpg,0,3,35,live
128,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2474,/static/images/2kfaces/Google_1_Bryan Brunner_3_oval.jpg,0,6,36,live
129,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2456,/static/images/2kfaces/Google_1_Mark Houser_17_oval.jpg,0,7,37,live
130,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2972,/static/images/2kfaces/Google_1_Florence Melton_1_oval.jpg,0,6,39,live
131,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2479,/static/images/2kfaces/Bryan_Shanklin_9_oval.jpg,0,5,40,live
132,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2895,/static/images/2kfaces/Google_1_Russell Gillam_17_oval.jpg,0,7,41,live
133,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2457,/static/images/2kfaces/Google_1_Sara Guajardo_1_oval.jpg,0,6,42,live
134,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3577,/static/images/2kfaces/Google_1_Sherry Mcmichael_11_oval.jpg,0,6,43,live
135,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3004,/static/images/2kfaces/Google_1_Ronald Driver_19_oval.jpg,0,4,44,live
136,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2441,/static/images/2kfaces/Google_1_Douglas Tanguay_9_oval.jpg,0,6,45,live
137,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2495,/static/images/2kfaces/Google_1_Matthew Vanbuskirk_1_oval.jpg,0,7,46,live
138,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,4346,/static/images/2kfaces/Google_1_Cheryl Griffin_15_oval.jpg,0,6,47,live
139,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2696,/static/images/2kfaces/Google_1_Frank Luke_9_oval.jpg,0,6,48,live
140,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3323,/static/images/2kfaces/Google_1_Steve Stamm_1_oval.jpg,0,8,50,live
141,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2713,/static/images/2kfaces/Google_1_Gertrude Bayne_11_oval.jpg,0,6,51,live
142,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,1997,/static/images/2kfaces/Google_1_Ryan Marvel_15_oval.jpg,0,7,52,live
143,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,4103,/static/images/2kfaces/Google_1_Samuel Paschal_17_oval.jpg,0,6,53,live
144,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2263,/static/images/2kfaces/Alice_Mckellar_11_oval.jpg,0,7,54,live
145,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2370,/static/images/2kfaces/Google_1_Gloria Canada_13_oval.jpg,0,6,55,live
146,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2163,/static/images/2kfaces/Google_1_Norman Westfall_5_oval.jpg,0,7,56,live
147,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2490,/static/images/2kfaces/Google_1_Vera Becker_5_oval.jpg,0,8,57,live
148,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2757,/static/images/2kfaces/Google_1_Paul Reno_1_oval.jpg,0,6,58,live
149,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,2415,/static/images/2kfaces/Google_1_Kathleen Sartain_1_oval.jpg,0,6,59,live
150,A1SP3GBRZKMWZJ:3VA45EW49PUPQ1A6MJHM126W8GFO1U,3508,/static/images/2kfaces/Google_1_Mark Houser_17_oval.jpg,1,6,63,live
