,Filename,trustworthy,repeat
2,136226_0.0757575757575758.png,0.0757575757575758,0
65,136221_0.025252525252525304.png,0.025252525252525304,0
82,136265_0.4696969696969697.png,0.4696969696969697,1
14,136215_-0.035353535353535304.png,-0.035353535353535304,0
94,136198_-0.20707070707070707.png,-0.20707070707070707,1
16,136222_0.03535353535353536.png,0.03535353535353536,0
78,136203_-0.15656565656565652.png,-0.15656565656565652,0
1,136223_0.045454545454545525.png,0.045454545454545525,0
69,136170_-0.4898989898989899.png,-0.4898989898989899,0
91,136231_0.1262626262626263.png,0.1262626262626263,1
72,136227_0.08585858585858586.png,0.08585858585858586,0
89,136235_0.16666666666666674.png,0.16666666666666674,1
35,136239_0.20707070707070718.png,0.20707070707070718,0
11,136241_0.2272727272727273.png,0.2272727272727273,0
92,136185_-0.33838383838383834.png,-0.33838383838383834,1
83,136188_-0.30808080808080807.png,-0.30808080808080807,1
36,136175_-0.4393939393939394.png,-0.4393939393939394,0
24,136188_-0.30808080808080807.png,-0.30808080808080807,0
50,136179_-0.398989898989899.png,-0.398989898989899,0
67,136196_-0.22727272727272724.png,-0.22727272727272724,0
80,136223_0.045454545454545525.png,0.045454545454545525,1
21,136238_0.19696969696969702.png,0.19696969696969702,0
45,136176_-0.4292929292929293.png,-0.4292929292929293,0
61,136242_0.23737373737373746.png,0.23737373737373746,0
33,136234_0.15656565656565657.png,0.15656565656565657,0
85,136189_-0.29797979797979796.png,-0.29797979797979796,1
71,136169_-0.5.png,-0.5,0
53,136207_-0.11616161616161613.png,-0.11616161616161613,0
37,136264_0.45959595959595967.png,0.45959595959595967,0
40,136247_0.28787878787878796.png,0.28787878787878796,0
4,136184_-0.3484848484848485.png,-0.3484848484848485,0
19,136217_-0.015151515151515138.png,-0.015151515151515138,0
20,136262_0.43939393939393945.png,0.43939393939393945,0
28,136174_-0.4494949494949495.png,-0.4494949494949495,0
58,136246_0.2777777777777778.png,0.2777777777777778,0
43,136265_0.4696969696969697.png,0.4696969696969697,0
6,136256_0.3787878787878789.png,0.3787878787878789,0
30,136249_0.3080808080808082.png,0.3080808080808082,0
39,136219_0.005050505050505083.png,0.005050505050505083,0
87,136256_0.3787878787878789.png,0.3787878787878789,1
25,136263_0.4494949494949496.png,0.4494949494949496,0
27,136258_0.3989898989898991.png,0.3989898989898991,0
95,136249_0.3080808080808082.png,0.3080808080808082,1
68,136190_-0.28787878787878785.png,-0.28787878787878785,0
96,136257_0.38888888888888895.png,0.38888888888888895,1
73,136171_-0.4797979797979798.png,-0.4797979797979798,0
49,136225_0.06565656565656575.png,0.06565656565656575,0
51,136204_-0.1464646464646464.png,-0.1464646464646464,0
98,136204_-0.1464646464646464.png,-0.1464646464646464,1
15,136173_-0.4595959595959596.png,-0.4595959595959596,0
74,136261_0.4292929292929294.png,0.4292929292929294,0
34,136206_-0.12626262626262624.png,-0.12626262626262624,0
66,136187_-0.3181818181818182.png,-0.3181818181818182,0
12,136229_0.10606060606060608.png,0.10606060606060608,0
26,136235_0.16666666666666674.png,0.16666666666666674,0
44,136177_-0.41919191919191917.png,-0.41919191919191917,0
62,136253_0.3484848484848485.png,0.3484848484848485,0
90,136181_-0.3787878787878788.png,-0.3787878787878788,1
93,136215_-0.035353535353535304.png,-0.035353535353535304,1
81,136206_-0.12626262626262624.png,-0.12626262626262624,1
64,136199_-0.19696969696969696.png,-0.19696969696969696,0
97,136259_0.40909090909090917.png,0.40909090909090917,1
23,136228_0.09595959595959602.png,0.09595959595959602,0
76,136200_-0.18686868686868685.png,-0.18686868686868685,0
41,136201_-0.17676767676767674.png,-0.17676767676767674,0
59,136259_0.40909090909090917.png,0.40909090909090917,0
13,136191_-0.2777777777777778.png,-0.2777777777777778,0
29,136260_0.4191919191919192.png,0.4191919191919192,0
48,136195_-0.23737373737373735.png,-0.23737373737373735,0
54,136183_-0.35858585858585856.png,-0.35858585858585856,0
8,136198_-0.20707070707070707.png,-0.20707070707070707,0
88,136187_-0.3181818181818182.png,-0.3181818181818182,1
79,136189_-0.29797979797979796.png,-0.29797979797979796,0
75,136211_-0.07575757575757575.png,-0.07575757575757575,0
17,136193_-0.25757575757575757.png,-0.25757575757575757,0
22,136220_0.015151515151515249.png,0.015151515151515249,0
42,136208_-0.10606060606060602.png,-0.10606060606060602,0
63,136172_-0.4696969696969697.png,-0.4696969696969697,0
46,136182_-0.3686868686868687.png,-0.3686868686868687,0
77,136268_0.5.png,0.5,0
10,136185_-0.33838383838383834.png,-0.33838383838383834,0
3,136252_0.33838383838383845.png,0.33838383838383845,0
38,136240_0.21717171717171724.png,0.21717171717171724,0
60,136218_-0.0050505050505050275.png,-0.0050505050505050275,0
55,136209_-0.09595959595959591.png,-0.09595959595959591,0
18,136181_-0.3787878787878788.png,-0.3787878787878788,0
47,136237_0.18686868686868696.png,0.18686868686868696,0
57,136255_0.36868686868686873.png,0.36868686868686873,0
5,136254_0.3585858585858587.png,0.3585858585858587,0
32,136250_0.31818181818181823.png,0.31818181818181823,0
84,136239_0.20707070707070718.png,0.20707070707070718,1
9,136213_-0.055555555555555525.png,-0.055555555555555525,0
52,136231_0.1262626262626263.png,0.1262626262626263,0
56,136257_0.38888888888888895.png,0.38888888888888895,0
31,136202_-0.16666666666666663.png,-0.16666666666666663,0
7,136251_0.3282828282828284.png,0.3282828282828284,0
99,136171_-0.4797979797979798.png,-0.4797979797979798,1
0,136178_-0.40909090909090906.png,-0.40909090909090906,0
86,136176_-0.4292929292929293.png,-0.4292929292929293,1
70,136230_0.11616161616161624.png,0.11616161616161624,0
