,Filename,attractive,repeat
73,136209_-0.14393939393939392.png,-0.14393939393939392,0
37,136196_-0.3409090909090909.png,-0.3409090909090909,0
40,136201_-0.26515151515151514.png,-0.26515151515151514,0
86,136187_-0.4772727272727273.png,-0.4772727272727273,1
76,136189_-0.44696969696969696.png,-0.44696969696969696,0
1,136222_0.053030303030303094.png,0.053030303030303094,0
93,136246_0.41666666666666674.png,0.41666666666666674,1
55,136182_-0.553030303030303.png,-0.553030303030303,0
28,136184_-0.5227272727272727.png,-0.5227272727272727,0
17,136240_0.3257575757575757.png,0.3257575757575757,0
33,136220_0.022727272727272707.png,0.022727272727272707,0
91,136176_-0.6439393939393939.png,-0.6439393939393939,1
27,136263_0.6742424242424243.png,0.6742424242424243,0
21,136185_-0.5075757575757576.png,-0.5075757575757576,0
68,136238_0.2954545454545454.png,0.2954545454545454,0
70,136256_0.5681818181818181.png,0.5681818181818181,0
98,136222_0.053030303030303094.png,0.053030303030303094,1
5,136194_-0.3712121212121212.png,-0.3712121212121212,0
66,136212_-0.09848484848484851.png,-0.09848484848484851,0
52,136175_-0.6590909090909091.png,-0.6590909090909091,0
38,136198_-0.3106060606060606.png,-0.3106060606060606,0
30,136228_0.14393939393939392.png,0.14393939393939392,0
99,136189_-0.44696969696969696.png,-0.44696969696969696,1
35,136231_0.18939393939393945.png,0.18939393939393945,0
44,136259_0.6136363636363638.png,0.6136363636363638,0
54,136179_-0.5984848484848485.png,-0.5984848484848485,0
43,136221_0.037878787878787845.png,0.037878787878787845,0
25,136203_-0.23484848484848486.png,-0.23484848484848486,0
46,136202_-0.25.png,-0.25,0
14,136224_0.08333333333333337.png,0.08333333333333337,0
18,136252_0.5075757575757576.png,0.5075757575757576,0
22,136262_0.6590909090909092.png,0.6590909090909092,0
65,136225_0.09848484848484851.png,0.09848484848484851,0
29,136205_-0.20454545454545459.png,-0.20454545454545459,0
72,136217_-0.022727272727272707.png,-0.022727272727272707,0
94,136215_-0.05303030303030298.png,-0.05303030303030298,1
78,136246_0.41666666666666674.png,0.41666666666666674,0
87,136179_-0.5984848484848485.png,-0.5984848484848485,1
34,136242_0.3560606060606062.png,0.3560606060606062,0
61,136245_0.4015151515151516.png,0.4015151515151516,0
64,136213_-0.08333333333333326.png,-0.08333333333333326,0
9,136253_0.5227272727272727.png,0.5227272727272727,0
24,136183_-0.5378787878787878.png,-0.5378787878787878,0
75,136195_-0.3560606060606061.png,-0.3560606060606061,0
23,136200_-0.2803030303030303.png,-0.2803030303030303,0
41,136199_-0.2954545454545454.png,-0.2954545454545454,0
85,136218_-0.007575757575757569.png,-0.007575757575757569,1
2,136181_-0.5681818181818181.png,-0.5681818181818181,0
8,136265_0.7045454545454546.png,0.7045454545454546,0
74,136260_0.6287878787878789.png,0.6287878787878789,0
36,136218_-0.007575757575757569.png,-0.007575757575757569,0
32,136206_-0.18939393939393934.png,-0.18939393939393934,0
3,136226_0.11363636363636365.png,0.11363636363636365,0
89,136197_-0.32575757575757575.png,-0.32575757575757575,1
20,136174_-0.6742424242424242.png,-0.6742424242424242,0
4,136170_-0.7348484848484849.png,-0.7348484848484849,0
12,136239_0.31060606060606055.png,0.31060606060606055,0
67,136177_-0.6287878787878788.png,-0.6287878787878788,0
58,136249_0.46212121212121215.png,0.46212121212121215,0
96,136204_-0.21969696969696972.png,-0.21969696969696972,1
80,136221_0.037878787878787845.png,0.037878787878787845,1
48,136176_-0.6439393939393939.png,-0.6439393939393939,0
60,136244_0.38636363636363646.png,0.38636363636363646,0
71,136250_0.4772727272727273.png,0.4772727272727273,0
56,136172_-0.7045454545454546.png,-0.7045454545454546,0
62,136241_0.34090909090909083.png,0.34090909090909083,0
49,136192_-0.4015151515151515.png,-0.4015151515151515,0
84,136190_-0.4318181818181818.png,-0.4318181818181818,1
83,136232_0.20454545454545459.png,0.20454545454545459,1
88,136178_-0.6136363636363636.png,-0.6136363636363636,1
15,136261_0.643939393939394.png,0.643939393939394,0
95,136243_0.3712121212121213.png,0.3712121212121213,1
47,136264_0.6893939393939394.png,0.6893939393939394,0
82,136172_-0.7045454545454546.png,-0.7045454545454546,1
59,136234_0.23484848484848486.png,0.23484848484848486,0
53,136211_-0.11363636363636365.png,-0.11363636363636365,0
13,136267_0.7348484848484849.png,0.7348484848484849,0
81,136224_0.08333333333333337.png,0.08333333333333337,1
69,136180_-0.5833333333333333.png,-0.5833333333333333,0
6,136204_-0.21969696969696972.png,-0.21969696969696972,0
7,136230_0.1742424242424243.png,0.1742424242424243,0
11,136254_0.5378787878787878.png,0.5378787878787878,0
26,136248_0.446969696969697.png,0.446969696969697,0
45,136197_-0.32575757575757575.png,-0.32575757575757575,0
51,136215_-0.05303030303030298.png,-0.05303030303030298,0
92,136201_-0.26515151515151514.png,-0.26515151515151514,1
57,136193_-0.38636363636363635.png,-0.38636363636363635,0
90,136259_0.6136363636363638.png,0.6136363636363638,1
42,136243_0.3712121212121213.png,0.3712121212121213,0
10,136190_-0.4318181818181818.png,-0.4318181818181818,0
0,136216_-0.037878787878787845.png,-0.037878787878787845,0
63,136232_0.20454545454545459.png,0.20454545454545459,0
19,136219_0.007575757575757569.png,0.007575757575757569,0
16,136266_0.7196969696969697.png,0.7196969696969697,0
31,136223_0.06818181818181823.png,0.06818181818181823,0
97,136223_0.06818181818181823.png,0.06818181818181823,1
50,136169_-0.75.png,-0.75,0
77,136188_-0.4621212121212121.png,-0.4621212121212121,0
79,136178_-0.6136363636363636.png,-0.6136363636363636,0
39,136187_-0.4772727272727273.png,-0.4772727272727273,0
