,subId,rt,im1,im2,response,low_first,repeat,task_type,correct
0,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,13587,/static/images/stargan_pairwise/stargan_47trust_hi.png,/static/images/stargan_pairwise/stargan_47trust_lo.png,left,1,0,stargan,False
1,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,6465,/static/images/stargan_pairwise/stargan_2trust_hi.png,/static/images/stargan_pairwise/stargan_2trust_lo.png,left,1,0,stargan,False
2,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,3746,/static/images/stargan_pairwise/stargan_70trust_hi.png,/static/images/stargan_pairwise/stargan_70trust_lo.png,left,1,0,stargan,False
3,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,3192,/static/images/stargan_pairwise/stargan_43trust_lo.png,/static/images/stargan_pairwise/stargan_43trust_hi.png,right,0,0,stargan,False
4,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,3374,/static/images/stargan_pairwise/stargan_32trust_hi.png,/static/images/stargan_pairwise/stargan_32trust_lo.png,right,1,0,stargan,True
5,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,2806,/static/images/stargan_pairwise/stargan_24trust_hi.png,/static/images/stargan_pairwise/stargan_24trust_lo.png,left,1,0,stargan,False
6,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,3531,/static/images/stargan_pairwise/stargan_25trust_hi.png,/static/images/stargan_pairwise/stargan_25trust_lo.png,left,1,0,stargan,False
7,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,2376,/static/images/stargan_pairwise/stargan_74trust_lo.png,/static/images/stargan_pairwise/stargan_74trust_hi.png,right,0,0,stargan,False
8,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,3068,/static/images/stargan_pairwise/stargan_56trust_lo.png,/static/images/stargan_pairwise/stargan_56trust_hi.png,right,0,0,stargan,False
9,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,2430,/static/images/stargan_pairwise/stargan_21trust_lo.png,/static/images/stargan_pairwise/stargan_21trust_hi.png,right,0,0,stargan,False
10,A208PEBUMRIFP6:36U2A8VAG363QG0U0GW2880Y9O2KYS,5093,/static/images/stargan_pairwise/stargan_1trust_lo.png,/static/images/stargan_pairwise/stargan_1trust_hi.png,right,0,0,stargan,False
