,subId,rt,imgName,rating,trial_index,debug_mode
0,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,4289,020547_-0.6590909090909091.png,8,2,live
1,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,3027,156683_-0.18939393939393934.png,6,3,live
2,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,4086,077003_0.643939393939394.png,7,4,live
3,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2272,010879_-0.6287878787878788.png,7,5,live
4,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,3913,135232_0.26515151515151514.png,8,6,live
5,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,3982,195628_-0.4318181818181818.png,4,7,live
6,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2284,177185_-0.21969696969696972.png,4,8,live
7,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,3149,067107_0.3257575757575757.png,5,9,live
8,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2029,107163_-0.6893939393939394.png,5,10,live
9,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2710,087309_-0.6439393939393939.png,6,11,live
10,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1764,077438_-0.26515151515151514.png,6,13,live
11,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2452,000907_0.3712121212121213.png,3,14,live
12,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,5707,185401_-0.4621212121212121.png,3,15,live
13,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,2338,175064_0.7196969696969697.png,4,16,live
14,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1843,191981_-0.3106060606060606.png,5,17,live
15,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1131,177627_-0.32575757575757575.png,5,18,live
16,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1244,041147_0.446969696969697.png,5,19,live
17,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1551,040377_0.6742424242424243.png,6,20,live
18,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1061,077438_-0.26515151515151514.png,6,21,live
19,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1313,000879_0.553030303030303.png,6,22,live
20,A17IHC8O946XPF:3MMN5BL1W1BX0139W7GSXRWPOS0M3Q,1077,177185_-0.21969696969696972.png,6,24,live
