,subId,rt,im1,im2,response,low_first,repeat,task_type,correct
0,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,978,/static/images/modifae_pairwise/trustworthy/136213_0.5.png,/static/images/modifae_pairwise/trustworthy/136213_0.0.png,left,0,0,modifae,True
1,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,1232,/static/images/modifae_pairwise/trustworthy/136234_0.0.png,/static/images/modifae_pairwise/trustworthy/136234_0.5.png,right,1,0,modifae,True
2,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,790,/static/images/modifae_pairwise/trustworthy/136237_0.0.png,/static/images/modifae_pairwise/trustworthy/136237_0.5.png,right,1,0,modifae,True
3,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,552,/static/images/modifae_pairwise/trustworthy/136229_0.0.png,/static/images/modifae_pairwise/trustworthy/136229_0.5.png,left,1,0,modifae,False
4,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,543,/static/images/modifae_pairwise/trustworthy/136246_0.5.png,/static/images/modifae_pairwise/trustworthy/136246_0.0.png,left,0,0,modifae,True
5,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,872,/static/images/modifae_pairwise/trustworthy/136204_0.5.png,/static/images/modifae_pairwise/trustworthy/136204_0.0.png,right,0,0,modifae,False
6,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,576,/static/images/modifae_pairwise/trustworthy/136212_0.0.png,/static/images/modifae_pairwise/trustworthy/136212_0.5.png,left,1,0,modifae,False
7,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,463,/static/images/modifae_pairwise/trustworthy/136197_0.5.png,/static/images/modifae_pairwise/trustworthy/136197_0.0.png,right,0,0,modifae,False
8,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,623,/static/images/modifae_pairwise/trustworthy/136254_0.5.png,/static/images/modifae_pairwise/trustworthy/136254_0.0.png,left,0,0,gt,True
9,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,559,/static/images/modifae_pairwise/trustworthy/136184_0.0.png,/static/images/modifae_pairwise/trustworthy/136184_0.5.png,right,1,0,modifae,True
10,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,496,/static/images/modifae_pairwise/trustworthy/136223_0.0.png,/static/images/modifae_pairwise/trustworthy/136223_0.5.png,right,1,0,modifae,True
11,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,455,/static/images/modifae_pairwise/trustworthy/136240_0.0.png,/static/images/modifae_pairwise/trustworthy/136240_0.5.png,left,1,1,modifae,False
12,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,537,/static/images/modifae_pairwise/trustworthy/136200_0.5.png,/static/images/modifae_pairwise/trustworthy/136200_0.0.png,right,0,0,modifae,False
13,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,695,/static/images/modifae_pairwise/trustworthy/136255_0.0.png,/static/images/modifae_pairwise/trustworthy/136255_0.5.png,left,1,0,modifae,False
14,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,615,/static/images/modifae_pairwise/trustworthy/136202_0.5.png,/static/images/modifae_pairwise/trustworthy/136202_0.0.png,right,0,1,modifae,False
15,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,511,/static/images/modifae_pairwise/trustworthy/136186_0.5.png,/static/images/modifae_pairwise/trustworthy/136186_0.0.png,left,0,0,modifae,True
16,A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,550,/static/images/modifae_pairwise/trustworthy/136248_0.5.png,/static/images/modifae_pairwise/trustworthy/136248_0.0.png,right,0,0,gt,False
