AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,initialized,0,,1548479999722
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,window_resize,0,"[1024, 771]",1548479999722
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,window_resize,24394,"[1920, 989]",1548480024116
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,window_resize,5604,"[1024, 771]",1548480029720
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,focus,21528,off,1548480051248
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,focus,6247,on,1548480057495
AE015UO038LEC:3K9FOBBF2JQKYNEYEEZS6SF6U32NL5,window_resize,1838,"[1920, 989]",1548480059333
A272X64FOZFYLB:3JBT3HLQFA946X7F9U3TIWVZ9RBPZM,initialized,0,,1548480090912
A272X64FOZFYLB:3JBT3HLQFA946X7F9U3TIWVZ9RBPZM,window_resize,0,"[1366, 677]",1548480090912
A272X64FOZFYLB:3JBT3HLQFA946X7F9U3TIWVZ9RBPZM,focus,19828,off,1548480110740
A272X64FOZFYLB:3JBT3HLQFA946X7F9U3TIWVZ9RBPZM,focus,17637,on,1548480128377
A1FSMIGNLQYMU0:32M8BPYGAVTCYUP667PKOSEHCNNGID,initialized,0,,1548480255389
A1FSMIGNLQYMU0:32M8BPYGAVTCYUP667PKOSEHCNNGID,window_resize,1,"[1364, 677]",1548480255390
AOJOJXMFTB22L:34QN5IT0T1YMYK28JJOQQBXN2AT08M,initialized,0,,1548480707152
AOJOJXMFTB22L:34QN5IT0T1YMYK28JJOQQBXN2AT08M,window_resize,0,"[1366, 768]",1548480707152
A1AAO2R3FH2G49:3NGI5ARFTVC7B1M71JU1Q2BNWCZ1PA,initialized,0,,1548480898111
A1AAO2R3FH2G49:3NGI5ARFTVC7B1M71JU1Q2BNWCZ1PA,window_resize,0,"[1024, 713]",1548480898111
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,initialized,0,,1548481143420
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,0,"[1536, 1083]",1548481143420
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,6158,"[1536, 1152]",1548481149578
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,1589,"[1536, 1083]",1548481151167
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,1028,off,1548481152195
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,23158,on,1548481175353
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,2131,"[1536, 1152]",1548481177484
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,8792,"[1536, 1083]",1548481186276
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,657,off,1548481186933
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,3699,on,1548481190632
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,2263,"[1536, 1152]",1548481192895
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,164515,"[1536, 1083]",1548481357410
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,4820,off,1548481362230
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,focus,15430,on,1548481377660
A3TJZX1E8D9RN0:3R3YRB5GRHAGXU73EOMOB9RP8NYAU4,window_resize,63073,"[1536, 1152]",1548481440733
A17OGW7FUD901C:3XCC1ODXDNIG4IM3ZQO5WYJA56GRQO,initialized,0,,1548481571838
A17OGW7FUD901C:3XCC1ODXDNIG4IM3ZQO5WYJA56GRQO,window_resize,0,"[1280, 934]",1548481571838
A3TZNXQCRS7VWV:32N49TQG3IPGA9W3JEWT7VT8MU5VAC,initialized,0,,1548482727088
A3TZNXQCRS7VWV:32N49TQG3IPGA9W3JEWT7VT8MU5VAC,window_resize,0,"[1024, 728]",1548482727088
A15SJZQBR8I3B3:33PPUNGG3ACPIANUMM7INRVEA95RZM,initialized,0,,1548482980162
A15SJZQBR8I3B3:33PPUNGG3ACPIANUMM7INRVEA95RZM,window_resize,1,"[1280, 668]",1548482980163
AHDY3BLTTUYFG:3QL2OFSM98PRVJKS116T39PJ0UUNCV,initialized,0,,1548483053922
AHDY3BLTTUYFG:3QL2OFSM98PRVJKS116T39PJ0UUNCV,window_resize,0,"[1024, 768]",1548483053922
A1B41SBHTQBG8G:3FE7TXL1LKUZ0Y5IK094VQB2TEYQ26,initialized,0,,1548483457473
A1B41SBHTQBG8G:3FE7TXL1LKUZ0Y5IK094VQB2TEYQ26,window_resize,0,"[1024, 713]",1548483457473
APZZ5J3RDWQFY:31QTRG6Q2VK417XAD81A4PMX3XFPY3,initialized,0,,1548483609588
APZZ5J3RDWQFY:31QTRG6Q2VK417XAD81A4PMX3XFPY3,window_resize,0,"[1280, 709]",1548483609588
A2U2SUED1ODL4D:3NQL1CS15TFH6RU6ZKA9AHBFPLEVYS,initialized,0,,1548484454841
A2U2SUED1ODL4D:3NQL1CS15TFH6RU6ZKA9AHBFPLEVYS,window_resize,0,"[1024, 722]",1548484454841
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,initialized,0,,1548484710998
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,0,"[1280, 942]",1548484710998
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,3801,"[1365, 1005]",1548484714799
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,12194,"[1706, 1066]",1548484726993
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,186194,"[1422, 888]",1548484913187
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,629,"[1600, 1000]",1548484913816
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,362,"[1706, 1066]",1548484914178
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,1572,"[1365, 1005]",1548484915750
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,focus,7012,off,1548484922762
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,focus,32697,on,1548484955459
ASV9ABT3DUKHT:3DUZQ9U6SOVKA5IX0EIKSVNE80CSV5,window_resize,46839,"[1706, 1066]",1548485002298
A32U64W0S9PUA3:3LPW2N6LKV9JROVMJSV73YB3G9W5US,initialized,0,,1548484797327
A32U64W0S9PUA3:3LPW2N6LKV9JROVMJSV73YB3G9W5US,window_resize,1,"[1024, 746]",1548484797328
AUO155P2VMH7M:3FDJT1UU76F5OSQAPER5XB25EICK5O,initialized,0,,1548486384988
AUO155P2VMH7M:3FDJT1UU76F5OSQAPER5XB25EICK5O,window_resize,0,"[1366, 678]",1548486384988
