,subId,rt,imgName,rating,trial_index,debug_mode
0,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5913,054808.jpg,8,1,live
1,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,12492,100138.jpg,4,2,live
2,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5218,144010.jpg,2,3,live
3,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5540,059217.jpg,9,4,live
4,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3141,128631.jpg,3,5,live
5,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,9324,004868.jpg,4,6,live
6,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3350,012925.jpg,4,7,live
7,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,4620,073829.jpg,8,8,live
8,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3134,120726.jpg,5,9,live
9,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,8285,200021.jpg,8,10,live
10,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,8832,121737.jpg,4,12,live
11,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3243,073829.jpg,8,13,live
12,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,20069,000192.jpg,8,14,live
13,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5241,063392.jpg,2,15,live
14,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3550,060174.jpg,7,16,live
15,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,8797,082102.jpg,8,17,live
16,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3085,043287.jpg,5,18,live
17,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,4316,144346.jpg,9,19,live
18,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3962,039990.jpg,4,20,live
19,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3768,119535.jpg,6,21,live
20,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5884,014755.jpg,6,23,live
21,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3099,067792.jpg,7,24,live
22,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5741,117478.jpg,6,25,live
23,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3110,198632.jpg,9,26,live
24,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3549,141059.jpg,4,27,live
25,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5148,086966.jpg,6,28,live
26,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,4036,059217.jpg,9,29,live
27,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3367,141075.jpg,6,30,live
28,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3050,161526.jpg,2,31,live
29,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3814,017238.jpg,6,32,live
30,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3883,164278.jpg,4,34,live
31,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5414,010645.jpg,7,35,live
32,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,4358,100659.jpg,6,36,live
33,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,5148,102224.jpg,4,37,live
34,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3677,177368.jpg,5,38,live
35,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3397,198128.jpg,2,39,live
36,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,3526,096767.jpg,9,40,live
37,A2JBCLJVJ2VXVZ:3C5W7UE9CHX9GZANGWNG47LTUR4XMB,4428,200278.jpg,4,41,live
