,subId,rt,im1,im2,response,low_first,repeat,task_type,correct
0,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,26661,/static/images/modifae_pairwise/intelligent/136232_0.0.png,/static/images/modifae_pairwise/intelligent/136232_-0.5.png,right,0,0,modifae,False
1,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,12541,/static/images/modifae_pairwise/intelligent/136245_0.0.png,/static/images/modifae_pairwise/intelligent/136245_-0.5.png,right,0,0,modifae,False
2,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,4514,/static/images/modifae_pairwise/intelligent/136249_0.0.png,/static/images/modifae_pairwise/intelligent/136249_-0.5.png,right,0,1,modifae,False
3,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,3669,/static/images/modifae_pairwise/intelligent/136234_-0.5.png,/static/images/modifae_pairwise/intelligent/136234_0.0.png,left,1,0,modifae,False
4,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,10400,/static/images/gt_pairwise/intelligent-mid-5.png,/static/images/gt_pairwise/intelligent-low-5.png,right,0,1,modifae,False
5,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,11134,/static/images/modifae_pairwise/intelligent/136222_-0.5.png,/static/images/modifae_pairwise/intelligent/136222_0.0.png,right,1,0,modifae,True
6,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,7687,/static/images/modifae_pairwise/intelligent/136252_-0.5.png,/static/images/modifae_pairwise/intelligent/136252_0.0.png,right,1,0,modifae,True
7,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,7324,/static/images/modifae_pairwise/intelligent/136182_0.0.png,/static/images/modifae_pairwise/intelligent/136182_-0.5.png,right,0,0,modifae,False
8,A3LOLMFCFVCXSX:3GM6G9ZBKP42ZI13BMMJF40NJWGTMS,79,/static/images/gt_pairwise/intelligent-low-5.png,/static/images/gt_pairwise/intelligent-mid-5.png,left,1,0,gt,False
9,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,3525,/static/images/modifae_pairwise/intelligent/136254_0.0.png,/static/images/modifae_pairwise/intelligent/136254_-0.5.png,left,0,0,modifae,True
10,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,3440,/static/images/modifae_pairwise/intelligent/136206_-0.5.png,/static/images/modifae_pairwise/intelligent/136206_0.0.png,right,1,0,modifae,True
11,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,9823,/static/images/modifae_pairwise/intelligent/136227_0.0.png,/static/images/modifae_pairwise/intelligent/136227_-0.5.png,left,0,0,modifae,True
12,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,6479,/static/images/gt_pairwise/intelligent-low-7.png,/static/images/gt_pairwise/intelligent-mid-7.png,left,1,0,gt,False
13,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,6840,/static/images/modifae_pairwise/intelligent/136250_0.0.png,/static/images/modifae_pairwise/intelligent/136250_-0.5.png,left,0,0,modifae,True
14,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,2615,/static/images/modifae_pairwise/intelligent/136234_-0.5.png,/static/images/modifae_pairwise/intelligent/136234_0.0.png,right,1,0,modifae,True
15,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,3378,/static/images/modifae_pairwise/intelligent/136259_0.0.png,/static/images/modifae_pairwise/intelligent/136259_-0.5.png,left,0,0,modifae,True
16,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,5526,/static/images/modifae_pairwise/intelligent/136262_-0.5.png,/static/images/modifae_pairwise/intelligent/136262_0.0.png,right,1,0,modifae,True
17,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,6015,/static/images/modifae_pairwise/intelligent/136256_0.0.png,/static/images/modifae_pairwise/intelligent/136256_-0.5.png,left,0,0,modifae,True
18,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,4391,/static/images/modifae_pairwise/intelligent/136204_-0.5.png,/static/images/modifae_pairwise/intelligent/136204_0.0.png,right,1,0,modifae,True
19,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,7111,/static/images/modifae_pairwise/intelligent/136251_0.0.png,/static/images/modifae_pairwise/intelligent/136251_-0.5.png,right,0,0,modifae,False
20,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,5393,/static/images/modifae_pairwise/intelligent/136221_-0.5.png,/static/images/modifae_pairwise/intelligent/136221_0.0.png,right,1,1,modifae,True
21,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,3888,/static/images/modifae_pairwise/intelligent/136257_0.0.png,/static/images/modifae_pairwise/intelligent/136257_-0.5.png,left,0,0,modifae,True
22,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,3775,/static/images/modifae_pairwise/intelligent/136221_0.0.png,/static/images/modifae_pairwise/intelligent/136221_-0.5.png,left,0,1,modifae,True
23,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,4609,/static/images/modifae_pairwise/intelligent/136247_-0.5.png,/static/images/modifae_pairwise/intelligent/136247_0.0.png,right,1,1,modifae,True
24,A2OZF756R5JSG4:3STRJBFXOYY79U10QA930R8JURLTKN,8975,/static/images/modifae_pairwise/intelligent/136195_0.0.png,/static/images/modifae_pairwise/intelligent/136195_-0.5.png,right,0,0,modifae,False
