,subId,rt,imgName,rating,trial_index,debug_mode
0,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2630,071197.jpg,5,2,live
1,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1899,043872.jpg,2,3,live
2,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1389,151719.jpg,2,4,live
3,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1283,032084.jpg,1,5,live
4,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1756,110369.jpg,8,6,live
5,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1638,031763.jpg,1,7,live
6,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1849,117797.jpg,6,8,live
7,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1532,083782.jpg,1,9,live
8,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2547,174354.jpg,9,10,live
9,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1851,176723.jpg,7,11,live
10,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1858,024060.jpg,2,13,live
11,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1776,129756.jpg,1,14,live
12,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1543,025788.jpg,5,15,live
13,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1555,100006.jpg,1,16,live
14,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1715,053041.jpg,1,17,live
15,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2005,015405.jpg,1,18,live
16,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1260,052537.jpg,1,19,live
17,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,3354,093378.jpg,6,20,live
18,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1996,093378.jpg,6,21,live
19,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2043,077010.jpg,1,22,live
20,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1702,042306.jpg,1,24,live
21,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2803,076493.jpg,8,25,live
22,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1570,100978.jpg,7,26,live
23,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2315,016460.jpg,4,27,live
24,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1899,065232.jpg,8,28,live
25,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2060,124569.jpg,5,29,live
26,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2091,077169.jpg,6,30,live
27,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1965,098615.jpg,5,31,live
28,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2179,054938.jpg,5,32,live
29,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1603,150552.jpg,4,33,live
30,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1742,056648.jpg,6,35,live
31,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1962,202552.jpg,2,36,live
32,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2187,088398.jpg,8,37,live
33,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2108,081054.jpg,1,38,live
34,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1747,032472.jpg,6,39,live
35,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1411,038546.jpg,6,40,live
36,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1467,086810.jpg,1,41,live
37,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1675,113079.jpg,7,42,live
38,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,2180,078190.jpg,6,43,live
39,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1779,049463.jpg,1,44,live
40,A2C7TMRC2QHTIW:3X87C8JFV8IS5XMGEFOAM8O6PHZSQT,1671,143051.jpg,1,46,live
