im1_name,im2_name,low_first,pair_ind,repeat,task_type
/static/images/stargan_pairwise/stargan_1aggr_lo.png,/static/images/stargan_pairwise/stargan_1aggr_hi.png,0,47,0,stargan
/static/images/stargan_pairwise/stargan_2aggr_lo.png,/static/images/stargan_pairwise/stargan_2aggr_hi.png,0,15,0,stargan
/static/images/stargan_pairwise/stargan_7aggr_hi.png,/static/images/stargan_pairwise/stargan_7aggr_lo.png,1,6,1,stargan
/static/images/stargan_pairwise/stargan_4aggr_lo.png,/static/images/stargan_pairwise/stargan_4aggr_hi.png,0,69,0,stargan
/static/images/stargan_pairwise/stargan_45aggr_hi.png,/static/images/stargan_pairwise/stargan_45aggr_lo.png,1,44,0,stargan
/static/images/stargan_pairwise/stargan_54aggr_hi.png,/static/images/stargan_pairwise/stargan_54aggr_lo.png,1,53,0,stargan
/static/images/stargan_pairwise/stargan_21aggr_hi.png,/static/images/stargan_pairwise/stargan_21aggr_lo.png,1,20,0,stargan
/static/images/stargan_pairwise/stargan_39aggr_hi.png,/static/images/stargan_pairwise/stargan_39aggr_lo.png,1,38,0,stargan
/static/images/stargan_pairwise/stargan_37aggr_hi.png,/static/images/stargan_pairwise/stargan_37aggr_lo.png,1,36,0,stargan
/static/images/stargan_pairwise/stargan_10aggr_lo.png,/static/images/stargan_pairwise/stargan_10aggr_hi.png,0,16,0,stargan
/static/images/stargan_pairwise/stargan_29aggr_hi.png,/static/images/stargan_pairwise/stargan_29aggr_lo.png,1,28,1,stargan
/static/images/stargan_pairwise/stargan_52aggr_hi.png,/static/images/stargan_pairwise/stargan_52aggr_lo.png,1,51,0,stargan
/static/images/stargan_pairwise/stargan_32aggr_hi.png,/static/images/stargan_pairwise/stargan_32aggr_lo.png,1,31,0,stargan
/static/images/stargan_pairwise/stargan_14aggr_lo.png,/static/images/stargan_pairwise/stargan_14aggr_hi.png,0,18,0,stargan
/static/images/stargan_pairwise/stargan_31aggr_hi.png,/static/images/stargan_pairwise/stargan_31aggr_lo.png,1,30,0,stargan
/static/images/stargan_pairwise/stargan_35aggr_hi.png,/static/images/stargan_pairwise/stargan_35aggr_lo.png,1,34,0,stargan
/static/images/stargan_pairwise/stargan_17aggr_lo.png,/static/images/stargan_pairwise/stargan_17aggr_hi.png,0,56,0,stargan
/static/images/stargan_pairwise/stargan_60aggr_hi.png,/static/images/stargan_pairwise/stargan_60aggr_lo.png,1,59,0,stargan
/static/images/stargan_pairwise/stargan_13aggr_hi.png,/static/images/stargan_pairwise/stargan_13aggr_lo.png,1,12,1,stargan
/static/images/stargan_pairwise/stargan_51aggr_hi.png,/static/images/stargan_pairwise/stargan_51aggr_lo.png,1,50,0,stargan
/static/images/stargan_pairwise/stargan_21aggr_lo.png,/static/images/stargan_pairwise/stargan_21aggr_hi.png,0,71,1,stargan
/static/images/stargan_pairwise/stargan_5aggr_hi.png,/static/images/stargan_pairwise/stargan_5aggr_lo.png,1,4,0,stargan
