AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,engagement,5
AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,natural,5
A5NE8TWS8ZV7B:3JV9LGBJWVLMUG09422P8PA3PSVOGI,engagement,1
A5NE8TWS8ZV7B:3JV9LGBJWVLMUG09422P8PA3PSVOGI,natural,2
A3SD02HCW68EUL:3T3IWE1XG8UTKXZV3FT0WDKSUNLQT1,engagement,5
A3SD02HCW68EUL:3T3IWE1XG8UTKXZV3FT0WDKSUNLQT1,natural,5
A2H6K1XIK4LY7O:3VJ40NV2QKUQZLMFO21W78PSFM3TOW,engagement,5
A2H6K1XIK4LY7O:3VJ40NV2QKUQZLMFO21W78PSFM3TOW,natural,5
A37XJVQF62ZYC:37U1UTWH9XTAYEM7DW75A7YACW98R2,engagement,2
A37XJVQF62ZYC:37U1UTWH9XTAYEM7DW75A7YACW98R2,natural,2
A2MCHM4AYLASQO:3Z7ISHFUH22J058YND1IWA09LDT8ZW,engagement,4
A2MCHM4AYLASQO:3Z7ISHFUH22J058YND1IWA09LDT8ZW,natural,3
A3MHKFOJIXO7QN:3UNH76FOCUCYG40XLS9INLS2ZO6YMB,engagement,4
A3MHKFOJIXO7QN:3UNH76FOCUCYG40XLS9INLS2ZO6YMB,natural,1
A3RTU5HR290468:31T4R4OBOUN2SYS5LUP47C3T1B17C9,engagement,4
A3RTU5HR290468:31T4R4OBOUN2SYS5LUP47C3T1B17C9,natural,4
A1QVNF19XSRSD7:339ANSOTR79H0GLPWYAZMK6AK0HKIQ,engagement,4
A1QVNF19XSRSD7:339ANSOTR79H0GLPWYAZMK6AK0HKIQ,natural,4
A14BO0JIQTNMOW:3JJVG1YBED44VPMGJ1ECY8JFSK7B5S,engagement,4
A14BO0JIQTNMOW:3JJVG1YBED44VPMGJ1ECY8JFSK7B5S,natural,4
AUIPOGXK5QGRX:3FE7TXL1LKUZ0Y5IK094VQB2UAGQ2H,engagement,5
AUIPOGXK5QGRX:3FE7TXL1LKUZ0Y5IK094VQB2UAGQ2H,natural,3
A1KXYURHCYHKOL:3A1PQ49WVJOFYKOJI6MWHT9WBH8H1X,engagement,3
A1KXYURHCYHKOL:3A1PQ49WVJOFYKOJI6MWHT9WBH8H1X,natural,3
