A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,initialized,0,,1548355086359
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,window_resize,0,"[1680, 959]",1548355086359
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,2341,off,1548355088700
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,9611,on,1548355098311
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,162112,off,1548355260423
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,4562,on,1548355264985
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,90339,off,1548355355324
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,1336,on,1548355356660
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,18112,off,1548355374772
A1U5BE8XJRXKW3:39LNWE0K4W3V3CQ1QCE1S7F8LJ6IUV,focus,1955,on,1548355376727
AF9Z5TFLGRO8K:3OS4RQUCRBMWXMF5PDRLKKASG67BFG,initialized,0,,1548355149806
AF9Z5TFLGRO8K:3OS4RQUCRBMWXMF5PDRLKKASG67BFG,window_resize,0,"[1028, 780]",1548355149806
AFN5VMMGYPF1I:3K9FOBBF2JQKYNEYEEZS6SF6UR7LNK,initialized,0,,1548355677886
AFN5VMMGYPF1I:3K9FOBBF2JQKYNEYEEZS6SF6UR7LNK,window_resize,0,"[1024, 771]",1548355677886
A377LTGWJKY2IW:3EQHHY4HQUZ0M6URZN6QZJAC7PN5GA,initialized,0,,1548356332785
A377LTGWJKY2IW:3EQHHY4HQUZ0M6URZN6QZJAC7PN5GA,window_resize,0,"[1279, 872]",1548356332785
A377LTGWJKY2IW:3EQHHY4HQUZ0M6URZN6QZJAC7PN5GA,window_resize,5110,"[1374, 910]",1548356337895
A1F3QNQHIL7K4U:3P1L2B7AD3W2G8EAFTZ5LHFBK1CLOZ,initialized,0,,1548356500969
A1F3QNQHIL7K4U:3P1L2B7AD3W2G8EAFTZ5LHFBK1CLOZ,window_resize,0,"[1881, 950]",1548356500969
A1F3QNQHIL7K4U:3P1L2B7AD3W2G8EAFTZ5LHFBK1CLOZ,focus,4917,on,1548356505886
A2DKE3NCEA5W79:3DYGAII7PNFVS56OMYKGR3JV4CVQPA,initialized,0,,1548356695049
A2DKE3NCEA5W79:3DYGAII7PNFVS56OMYKGR3JV4CVQPA,window_resize,0,"[1024, 771]",1548356695049
A3TZNXQCRS7VWV:38JBBYETQQHK69U0FNXSUOJMUDB4EL,initialized,0,,1548356894464
A3TZNXQCRS7VWV:38JBBYETQQHK69U0FNXSUOJMUDB4EL,window_resize,0,"[1024, 677]",1548356894464
A3TZNXQCRS7VWV:38JBBYETQQHK69U0FNXSUOJMUDB4EL,window_resize,3644,"[1024, 677]",1548356898108
A3TZNXQCRS7VWV:38JBBYETQQHK69U0FNXSUOJMUDB4EL,window_resize,9801,"[1024, 728]",1548356907909
