,subId,rt,im1,im2,response,low_first,repeat,task_type,correct,pair_ind
0,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2602.0,/static/images/gt_pairwise/intelligent-mid-0.png,/static/images/gt_pairwise/intelligent-low-0.png,left,0.0,0.0,gt,True,80.0
1,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2754.0,/static/images/modifae_pairwise/intelligent_new/136185_-1.png,/static/images/modifae_pairwise/intelligent_new/136185_0.0.png,right,1.0,0.0,modifae,True,23.0
2,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2577.0,/static/images/gt_pairwise/intelligent-mid-2.png,/static/images/gt_pairwise/intelligent-low-2.png,right,0.0,0.0,gt,False,82.0
3,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2262.0,/static/images/modifae_pairwise/intelligent_new/136184_0.0.png,/static/images/modifae_pairwise/intelligent_new/136184_-1.png,left,0.0,0.0,modifae,True,24.0
4,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2006.0,/static/images/modifae_pairwise/intelligent_new/136204_0.0.png,/static/images/modifae_pairwise/intelligent_new/136204_-1.png,right,0.0,0.0,modifae,False,72.0
5,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2007.0,/static/images/modifae_pairwise/intelligent_new/136269_-1.png,/static/images/modifae_pairwise/intelligent_new/136269_0.0.png,right,1.0,0.0,modifae,True,67.0
6,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,3099.0,/static/images/modifae_pairwise/intelligent_new/136232_0.0.png,/static/images/modifae_pairwise/intelligent_new/136232_-1.png,right,0.0,0.0,modifae,False,20.0
7,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2298.0,/static/images/modifae_pairwise/intelligent_new/136268_0.0.png,/static/images/modifae_pairwise/intelligent_new/136268_-1.png,left,0.0,0.0,modifae,True,66.0
8,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2726.0,/static/images/modifae_pairwise/intelligent_new/136238_-1.png,/static/images/modifae_pairwise/intelligent_new/136238_0.0.png,right,1.0,0.0,modifae,True,14.0
9,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,3109.0,/static/images/modifae_pairwise/intelligent_new/136235_0.0.png,/static/images/modifae_pairwise/intelligent_new/136235_-1.png,left,0.0,0.0,modifae,True,17.0
10,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2456.0,/static/images/gt_pairwise/intelligent-mid-4.png,/static/images/gt_pairwise/intelligent-low-4.png,left,0.0,0.0,gt,True,84.0
11,AYJOS6IIR2HTA:39ZSFO5CAA3RYNA78UZ148U8Z60JUU,2191.0,/static/images/modifae_pairwise/intelligent_new/136237_0.0.png,/static/images/modifae_pairwise/intelligent_new/136237_-1.png,left,0.0,0.0,modifae,True,15.0
