,subId,rt,im1,im2,response,low_first,repeat,task_type,correct,pair_ind
0,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,8651.0,/static/images/modifae_pairwise/attractive_new/136221_-1.png,/static/images/modifae_pairwise/attractive_new/136221_1.png,right,1.0,0.0,modifae,True,1.0
1,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,4579.0,/static/images/modifae_pairwise/attractive_new/136254_1.png,/static/images/modifae_pairwise/attractive_new/136254_-1.png,left,0.0,0.0,modifae,True,48.0
2,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,3599.0,/static/images/modifae_pairwise/attractive_new/136231_-1.png,/static/images/modifae_pairwise/attractive_new/136231_1.png,left,1.0,0.0,modifae,False,21.0
3,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,3072.0,/static/images/modifae_pairwise/attractive_new/136214_-1.png,/static/images/modifae_pairwise/attractive_new/136214_1.png,right,1.0,1.0,modifae,True,52.0
4,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,3952.0,/static/images/modifae_pairwise/attractive_new/136180_1.png,/static/images/modifae_pairwise/attractive_new/136180_-1.png,left,0.0,0.0,modifae,True,5.0
5,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,2627.0,/static/images/modifae_pairwise/attractive_new/136183_1.png,/static/images/modifae_pairwise/attractive_new/136183_-1.png,left,0.0,0.0,modifae,True,6.0
6,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,2442.0,/static/images/modifae_pairwise/attractive_new/136217_1.png,/static/images/modifae_pairwise/attractive_new/136217_-1.png,right,0.0,0.0,modifae,False,53.0
7,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,3964.0,/static/images/modifae_pairwise/attractive_new/136245_1.png,/static/images/modifae_pairwise/attractive_new/136245_-1.png,left,0.0,0.0,modifae,True,40.0
8,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1783.0,/static/images/modifae_pairwise/attractive_new/136227_1.png,/static/images/modifae_pairwise/attractive_new/136227_-1.png,left,0.0,0.0,modifae,True,7.0
9,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1949.0,/static/images/modifae_pairwise/attractive_new/136244_1.png,/static/images/modifae_pairwise/attractive_new/136244_-1.png,left,0.0,0.0,modifae,True,39.0
10,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1807.0,/static/images/gt_pairwise/attractive-low-3.png,/static/images/gt_pairwise/attractive-high-3.png,right,1.0,0.0,gt,True,83.0
11,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,2628.0,/static/images/modifae_pairwise/attractive_new/136252_1.png,/static/images/modifae_pairwise/attractive_new/136252_-1.png,right,0.0,0.0,modifae,False,46.0
12,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,2244.0,/static/images/modifae_pairwise/attractive_new/136271_1.png,/static/images/modifae_pairwise/attractive_new/136271_-1.png,right,0.0,0.0,modifae,False,68.0
13,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,2155.0,/static/images/modifae_pairwise/attractive_new/136212_-1.png,/static/images/modifae_pairwise/attractive_new/136212_1.png,right,1.0,0.0,modifae,True,65.0
14,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1842.0,/static/images/modifae_pairwise/attractive_new/136238_-1.png,/static/images/modifae_pairwise/attractive_new/136238_1.png,left,1.0,0.0,modifae,False,14.0
15,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1918.0,/static/images/modifae_pairwise/attractive_new/136239_1.png,/static/images/modifae_pairwise/attractive_new/136239_-1.png,left,0.0,0.0,modifae,True,13.0
16,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1590.0,/static/images/modifae_pairwise/attractive_new/136235_1.png,/static/images/modifae_pairwise/attractive_new/136235_-1.png,right,0.0,0.0,modifae,False,17.0
17,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1765.0,/static/images/modifae_pairwise/attractive_new/136251_-1.png,/static/images/modifae_pairwise/attractive_new/136251_1.png,right,1.0,0.0,modifae,True,43.0
18,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1519.0,/static/images/modifae_pairwise/attractive_new/136251_1.png,/static/images/modifae_pairwise/attractive_new/136251_-1.png,left,0.0,1.0,modifae,True,43.0
19,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1740.0,/static/images/modifae_pairwise/attractive_new/136209_1.png,/static/images/modifae_pairwise/attractive_new/136209_-1.png,right,0.0,0.0,modifae,False,79.0
20,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1982.0,/static/images/modifae_pairwise/attractive_new/136181_-1.png,/static/images/modifae_pairwise/attractive_new/136181_1.png,left,1.0,0.0,modifae,False,27.0
21,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1697.0,/static/images/modifae_pairwise/attractive_new/136270_1.png,/static/images/modifae_pairwise/attractive_new/136270_-1.png,left,0.0,0.0,modifae,True,69.0
22,A1X04W4VU2I2CY:3X3OR7WPZ17ZVGRU8CA9OVPB6WGL85,1385.0,/static/images/modifae_pairwise/attractive_new/136256_-1.png,/static/images/modifae_pairwise/attractive_new/136256_1.png,right,1.0,0.0,modifae,True,50.0
