,subId,rt,im1,im2,response,low_first,repeat,task_type,correct,pair_ind
0,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,3390.0,/static/images/modifae_pairwise/trustworthy_new/136206_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136206_1.png,left,1.0,0.0,modifae,False,70.0
1,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1841.0,/static/images/modifae_pairwise/trustworthy_new/136255_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136255_1.png,left,1.0,0.0,modifae,False,47.0
2,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,3208.0,/static/images/modifae_pairwise/trustworthy_new/136217_1.png,/static/images/modifae_pairwise/trustworthy_new/136217_0.0.png,left,0.0,0.0,modifae,True,53.0
3,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1721.0,/static/images/modifae_pairwise/trustworthy_new/136268_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136268_1.png,right,1.0,0.0,modifae,True,66.0
4,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1980.0,/static/images/modifae_pairwise/trustworthy_new/136189_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136189_1.png,right,1.0,0.0,modifae,True,10.0
5,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1957.0,/static/images/modifae_pairwise/trustworthy_new/136209_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136209_1.png,right,1.0,0.0,modifae,True,79.0
6,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1787.0,/static/images/modifae_pairwise/trustworthy_new/136266_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136266_1.png,right,1.0,0.0,modifae,True,59.0
7,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,2432.0,/static/images/modifae_pairwise/trustworthy_new/136254_1.png,/static/images/modifae_pairwise/trustworthy_new/136254_0.0.png,right,0.0,0.0,modifae,False,48.0
8,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1402.0,/static/images/modifae_pairwise/trustworthy_new/136257_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136257_1.png,right,1.0,0.0,modifae,True,49.0
9,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1550.0,/static/images/modifae_pairwise/trustworthy_new/136261_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136261_1.png,right,1.0,0.0,modifae,True,12.0
10,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1651.0,/static/images/modifae_pairwise/trustworthy_new/136260_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136260_1.png,right,1.0,1.0,modifae,True,61.0
11,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1571.0,/static/images/modifae_pairwise/trustworthy_new/136246_1.png,/static/images/modifae_pairwise/trustworthy_new/136246_0.0.png,left,0.0,0.0,modifae,True,37.0
12,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1467.0,/static/images/modifae_pairwise/trustworthy_new/136208_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136208_1.png,right,1.0,0.0,modifae,True,78.0
13,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,1661.0,/static/images/modifae_pairwise/trustworthy_new/136269_1.png,/static/images/modifae_pairwise/trustworthy_new/136269_0.0.png,left,0.0,0.0,modifae,True,67.0
14,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,4081.0,/static/images/modifae_pairwise/trustworthy_new/136237_1.png,/static/images/modifae_pairwise/trustworthy_new/136237_0.0.png,right,0.0,1.0,modifae,False,15.0
15,A2KYOM2ZGYDJGT:351SEKWQS2OVIT56PWM4A0I1HTVDMZ,2017.0,/static/images/modifae_pairwise/trustworthy_new/136249_0.0.png,/static/images/modifae_pairwise/trustworthy_new/136249_1.png,left,1.0,0.0,modifae,False,32.0
