im1_name,im2_name,low_first,pair_ind,repeat,task_type
/static/images/modifae_pairwise/intelligent/136185_0.5.png,/static/images/modifae_pairwise/intelligent/136185_0.0.png,0,74,0,modifae
/static/images/modifae_pairwise/intelligent/136184_0.5.png,/static/images/modifae_pairwise/intelligent/136184_0.0.png,0,15,0,modifae
/static/images/modifae_pairwise/intelligent/136187_0.5.png,/static/images/modifae_pairwise/intelligent/136187_0.0.png,0,19,1,modifae
/static/images/modifae_pairwise/intelligent/136186_0.5.png,/static/images/modifae_pairwise/intelligent/136186_0.0.png,0,21,0,modifae
/static/images/modifae_pairwise/intelligent/136181_0.5.png,/static/images/modifae_pairwise/intelligent/136181_0.0.png,0,59,1,modifae
/static/images/modifae_pairwise/intelligent/136209_0.0.png,/static/images/modifae_pairwise/intelligent/136209_0.5.png,1,79,0,modifae
/static/images/modifae_pairwise/intelligent/136226_0.5.png,/static/images/modifae_pairwise/intelligent/136226_0.0.png,0,86,0,gt
/static/images/modifae_pairwise/intelligent/136227_0.5.png,/static/images/modifae_pairwise/intelligent/136227_0.0.png,0,57,0,modifae
/static/images/modifae_pairwise/intelligent/136228_0.5.png,/static/images/modifae_pairwise/intelligent/136228_0.0.png,0,81,0,gt
/static/images/modifae_pairwise/intelligent/136229_0.5.png,/static/images/modifae_pairwise/intelligent/136229_0.0.png,0,84,0,gt
/static/images/modifae_pairwise/intelligent/136189_0.5.png,/static/images/modifae_pairwise/intelligent/136189_0.0.png,0,30,1,modifae
/static/images/gt_pairwise/intelligent-mid-9.png,/static/images/gt_pairwise/intelligent-high-9.png,1,89,0,gt
/static/images/modifae_pairwise/intelligent/136200_0.0.png,/static/images/modifae_pairwise/intelligent/136200_0.5.png,1,76,0,modifae
/static/images/modifae_pairwise/intelligent/136239_0.5.png,/static/images/modifae_pairwise/intelligent/136239_0.0.png,0,36,0,modifae
/static/images/modifae_pairwise/intelligent/136238_0.5.png,/static/images/modifae_pairwise/intelligent/136238_0.0.png,0,64,0,modifae
/static/images/modifae_pairwise/intelligent/136248_0.0.png,/static/images/modifae_pairwise/intelligent/136248_0.5.png,1,31,0,modifae
/static/images/gt_pairwise/intelligent-mid-0.png,/static/images/gt_pairwise/intelligent-high-0.png,1,80,0,gt
/static/images/modifae_pairwise/intelligent/136204_0.0.png,/static/images/modifae_pairwise/intelligent/136204_0.5.png,1,72,0,modifae
/static/images/modifae_pairwise/intelligent/136234_0.5.png,/static/images/modifae_pairwise/intelligent/136234_0.0.png,0,69,0,modifae
/static/images/modifae_pairwise/intelligent/136233_0.5.png,/static/images/modifae_pairwise/intelligent/136233_0.0.png,0,0,0,modifae
/static/images/modifae_pairwise/intelligent/136238_0.0.png,/static/images/modifae_pairwise/intelligent/136238_0.5.png,1,14,0,modifae
/static/images/gt_pairwise/intelligent-mid-8.png,/static/images/gt_pairwise/intelligent-high-8.png,1,88,0,gt
/static/images/modifae_pairwise/intelligent/136230_0.5.png,/static/images/modifae_pairwise/intelligent/136230_0.0.png,0,45,0,modifae
/static/images/modifae_pairwise/intelligent/136220_0.5.png,/static/images/modifae_pairwise/intelligent/136220_0.0.png,0,32,0,modifae
/static/images/modifae_pairwise/intelligent/136235_0.0.png,/static/images/modifae_pairwise/intelligent/136235_0.5.png,1,17,0,modifae
/static/images/modifae_pairwise/intelligent/136222_0.5.png,/static/images/modifae_pairwise/intelligent/136222_0.0.png,0,75,1,modifae
