im1_name,im2_name,low_first,pair_ind,repeat,task_type
/static/images/modifae_pairwise/aggressive/136235_-0.75.png,/static/images/modifae_pairwise/aggressive/136235_0.0.png,1,16,0,modifae
/static/images/gt_pairwise/aggressive-low-2.png,/static/images/gt_pairwise/aggressive-mid-2.png,1,82,0,gt
/static/images/modifae_pairwise/aggressive/136187_0.0.png,/static/images/modifae_pairwise/aggressive/136187_-0.75.png,0,68,0,modifae
/static/images/modifae_pairwise/aggressive/136186_0.0.png,/static/images/modifae_pairwise/aggressive/136186_-0.75.png,0,1,0,modifae
/static/images/modifae_pairwise/aggressive/136224_0.0.png,/static/images/modifae_pairwise/aggressive/136224_-0.75.png,0,84,0,gt
/static/images/modifae_pairwise/aggressive/136180_0.0.png,/static/images/modifae_pairwise/aggressive/136180_-0.75.png,0,29,0,modifae
/static/images/modifae_pairwise/aggressive/136257_-0.75.png,/static/images/modifae_pairwise/aggressive/136257_0.0.png,1,48,0,modifae
/static/images/modifae_pairwise/aggressive/136227_0.0.png,/static/images/modifae_pairwise/aggressive/136227_-0.75.png,0,30,0,modifae
/static/images/modifae_pairwise/aggressive/136228_0.0.png,/static/images/modifae_pairwise/aggressive/136228_-0.75.png,0,28,0,modifae
/static/images/modifae_pairwise/aggressive/136233_-0.75.png,/static/images/modifae_pairwise/aggressive/136233_0.0.png,1,18,0,modifae
/static/images/modifae_pairwise/aggressive/136190_-0.75.png,/static/images/modifae_pairwise/aggressive/136190_0.0.png,1,67,0,modifae
/static/images/modifae_pairwise/aggressive/136251_-0.75.png,/static/images/modifae_pairwise/aggressive/136251_0.0.png,1,42,0,modifae
/static/images/modifae_pairwise/aggressive/136239_0.0.png,/static/images/modifae_pairwise/aggressive/136239_-0.75.png,0,47,0,modifae
/static/images/gt_pairwise/aggressive-low-8.png,/static/images/gt_pairwise/aggressive-mid-8.png,1,88,0,gt
/static/images/modifae_pairwise/aggressive/136237_0.0.png,/static/images/modifae_pairwise/aggressive/136237_-0.75.png,0,74,0,modifae
/static/images/modifae_pairwise/aggressive/136236_0.0.png,/static/images/modifae_pairwise/aggressive/136236_-0.75.png,0,63,0,modifae
/static/images/modifae_pairwise/aggressive/136264_-0.75.png,/static/images/modifae_pairwise/aggressive/136264_0.0.png,1,56,0,modifae
/static/images/modifae_pairwise/aggressive/136234_0.0.png,/static/images/modifae_pairwise/aggressive/136234_-0.75.png,0,31,0,modifae
/static/images/modifae_pairwise/aggressive/136232_-0.75.png,/static/images/modifae_pairwise/aggressive/136232_0.0.png,1,19,0,modifae
/static/images/modifae_pairwise/aggressive/136243_-0.75.png,/static/images/modifae_pairwise/aggressive/136243_0.0.png,1,33,0,modifae
/static/images/modifae_pairwise/aggressive/136231_0.0.png,/static/images/modifae_pairwise/aggressive/136231_-0.75.png,0,72,0,modifae
/static/images/modifae_pairwise/aggressive/136234_-0.75.png,/static/images/modifae_pairwise/aggressive/136234_0.0.png,1,17,0,modifae
/static/images/modifae_pairwise/aggressive/136185_0.0.png,/static/images/modifae_pairwise/aggressive/136185_-0.75.png,0,0,0,modifae
/static/images/modifae_pairwise/aggressive/136214_-0.75.png,/static/images/modifae_pairwise/aggressive/136214_0.0.png,1,51,1,modifae
/static/images/modifae_pairwise/aggressive/136222_0.0.png,/static/images/modifae_pairwise/aggressive/136222_-0.75.png,0,50,1,modifae
/static/images/gt_pairwise/aggressive-low-6.png,/static/images/gt_pairwise/aggressive-mid-6.png,1,86,0,gt
/static/images/modifae_pairwise/aggressive/136241_-0.75.png,/static/images/modifae_pairwise/aggressive/136241_0.0.png,1,35,0,modifae
/static/images/modifae_pairwise/aggressive/136225_-0.75.png,/static/images/modifae_pairwise/aggressive/136225_0.0.png,1,27,0,modifae
/static/images/modifae_pairwise/aggressive/136226_0.0.png,/static/images/modifae_pairwise/aggressive/136226_-0.75.png,0,23,0,modifae
/static/images/modifae_pairwise/aggressive/136192_-0.75.png,/static/images/modifae_pairwise/aggressive/136192_0.0.png,1,54,0,modifae
/static/images/modifae_pairwise/aggressive/136248_0.0.png,/static/images/modifae_pairwise/aggressive/136248_-0.75.png,0,78,0,modifae
/static/images/modifae_pairwise/aggressive/136246_-0.75.png,/static/images/modifae_pairwise/aggressive/136246_0.0.png,1,36,0,modifae
/static/images/modifae_pairwise/aggressive/136242_0.0.png,/static/images/modifae_pairwise/aggressive/136242_-0.75.png,0,34,1,modifae
/static/images/modifae_pairwise/aggressive/136229_-0.75.png,/static/images/modifae_pairwise/aggressive/136229_0.0.png,1,9,0,modifae
/static/images/modifae_pairwise/aggressive/136187_-0.75.png,/static/images/modifae_pairwise/aggressive/136187_0.0.png,1,2,0,modifae
/static/images/modifae_pairwise/aggressive/136241_0.0.png,/static/images/modifae_pairwise/aggressive/136241_-0.75.png,0,39,1,modifae
/static/images/modifae_pairwise/aggressive/136261_-0.75.png,/static/images/modifae_pairwise/aggressive/136261_0.0.png,1,61,0,modifae
/static/images/modifae_pairwise/aggressive/136247_0.0.png,/static/images/modifae_pairwise/aggressive/136247_-0.75.png,0,11,0,modifae
/static/images/modifae_pairwise/aggressive/136244_0.0.png,/static/images/modifae_pairwise/aggressive/136244_-0.75.png,0,12,0,modifae
/static/images/modifae_pairwise/aggressive/136209_-0.75.png,/static/images/modifae_pairwise/aggressive/136209_0.0.png,1,79,0,modifae
/static/images/modifae_pairwise/aggressive/136186_-0.75.png,/static/images/modifae_pairwise/aggressive/136186_0.0.png,1,3,1,modifae
/static/images/modifae_pairwise/aggressive/136258_0.0.png,/static/images/modifae_pairwise/aggressive/136258_-0.75.png,0,45,0,modifae
/static/images/modifae_pairwise/aggressive/136266_-0.75.png,/static/images/modifae_pairwise/aggressive/136266_0.0.png,1,58,0,modifae
/static/images/modifae_pairwise/aggressive/136250_0.0.png,/static/images/modifae_pairwise/aggressive/136250_-0.75.png,0,15,0,modifae
/static/images/modifae_pairwise/aggressive/136181_-0.75.png,/static/images/modifae_pairwise/aggressive/136181_0.0.png,1,26,0,modifae
/static/images/modifae_pairwise/aggressive/136206_-0.75.png,/static/images/modifae_pairwise/aggressive/136206_0.0.png,1,70,0,modifae
/static/images/modifae_pairwise/aggressive/136256_-0.75.png,/static/images/modifae_pairwise/aggressive/136256_0.0.png,1,49,0,modifae
/static/images/modifae_pairwise/aggressive/136254_0.0.png,/static/images/modifae_pairwise/aggressive/136254_-0.75.png,0,20,0,modifae
/static/images/modifae_pairwise/aggressive/136237_-0.75.png,/static/images/modifae_pairwise/aggressive/136237_0.0.png,1,14,0,modifae
/static/images/modifae_pairwise/aggressive/136256_0.0.png,/static/images/modifae_pairwise/aggressive/136256_-0.75.png,0,24,0,modifae
/static/images/modifae_pairwise/aggressive/136215_0.0.png,/static/images/modifae_pairwise/aggressive/136215_-0.75.png,0,71,0,modifae
/static/images/modifae_pairwise/aggressive/136238_-0.75.png,/static/images/modifae_pairwise/aggressive/136238_0.0.png,1,13,0,modifae
/static/images/modifae_pairwise/aggressive/136217_0.0.png,/static/images/modifae_pairwise/aggressive/136217_-0.75.png,0,83,0,gt
/static/images/modifae_pairwise/aggressive/136216_0.0.png,/static/images/modifae_pairwise/aggressive/136216_-0.75.png,0,59,0,modifae
/static/images/modifae_pairwise/aggressive/136192_0.0.png,/static/images/modifae_pairwise/aggressive/136192_-0.75.png,0,69,0,modifae
/static/images/modifae_pairwise/aggressive/136210_0.0.png,/static/images/modifae_pairwise/aggressive/136210_-0.75.png,0,5,0,modifae
/static/images/modifae_pairwise/aggressive/136264_0.0.png,/static/images/modifae_pairwise/aggressive/136264_-0.75.png,0,39,0,modifae
/static/images/gt_pairwise/aggressive-low-9.png,/static/images/gt_pairwise/aggressive-mid-9.png,1,89,0,gt
/static/images/modifae_pairwise/aggressive/136266_0.0.png,/static/images/modifae_pairwise/aggressive/136266_-0.75.png,0,37,0,modifae
/static/images/modifae_pairwise/aggressive/136183_-0.75.png,/static/images/modifae_pairwise/aggressive/136183_0.0.png,1,6,0,modifae
/static/images/modifae_pairwise/aggressive/136260_0.0.png,/static/images/modifae_pairwise/aggressive/136260_-0.75.png,0,38,0,modifae
/static/images/modifae_pairwise/aggressive/136261_0.0.png,/static/images/modifae_pairwise/aggressive/136261_-0.75.png,0,52,0,modifae
/static/images/modifae_pairwise/aggressive/136262_0.0.png,/static/images/modifae_pairwise/aggressive/136262_-0.75.png,0,32,0,modifae
/static/images/modifae_pairwise/aggressive/136269_-0.75.png,/static/images/modifae_pairwise/aggressive/136269_0.0.png,1,66,0,modifae
/static/images/modifae_pairwise/aggressive/136240_-0.75.png,/static/images/modifae_pairwise/aggressive/136240_0.0.png,1,34,0,modifae
/static/images/modifae_pairwise/aggressive/136214_-0.75.png,/static/images/modifae_pairwise/aggressive/136214_0.0.png,1,51,0,modifae
/static/images/modifae_pairwise/aggressive/136269_0.0.png,/static/images/modifae_pairwise/aggressive/136269_-0.75.png,0,64,0,modifae
/static/images/modifae_pairwise/aggressive/136262_-0.75.png,/static/images/modifae_pairwise/aggressive/136262_0.0.png,1,62,0,modifae
/static/images/modifae_pairwise/aggressive/136260_-0.75.png,/static/images/modifae_pairwise/aggressive/136260_0.0.png,1,60,1,modifae
/static/images/modifae_pairwise/aggressive/136270_0.0.png,/static/images/modifae_pairwise/aggressive/136270_-0.75.png,0,53,0,modifae
/static/images/modifae_pairwise/aggressive/136206_0.0.png,/static/images/modifae_pairwise/aggressive/136206_-0.75.png,0,10,0,modifae
/static/images/modifae_pairwise/aggressive/136252_-0.75.png,/static/images/modifae_pairwise/aggressive/136252_0.0.png,1,45,1,modifae
/static/images/modifae_pairwise/aggressive/136204_0.0.png,/static/images/modifae_pairwise/aggressive/136204_-0.75.png,0,76,0,modifae
/static/images/modifae_pairwise/aggressive/136205_0.0.png,/static/images/modifae_pairwise/aggressive/136205_-0.75.png,0,1,1,modifae
/static/images/modifae_pairwise/aggressive/136202_0.0.png,/static/images/modifae_pairwise/aggressive/136202_-0.75.png,0,77,0,modifae
/static/images/gt_pairwise/aggressive-low-7.png,/static/images/gt_pairwise/aggressive-mid-7.png,1,87,0,gt
/static/images/modifae_pairwise/aggressive/136200_0.0.png,/static/images/modifae_pairwise/aggressive/136200_-0.75.png,0,44,0,modifae
/static/images/modifae_pairwise/aggressive/136227_-0.75.png,/static/images/modifae_pairwise/aggressive/136227_0.0.png,1,7,0,modifae
/static/images/modifae_pairwise/aggressive/136250_-0.75.png,/static/images/modifae_pairwise/aggressive/136250_0.0.png,1,43,0,modifae
/static/images/modifae_pairwise/aggressive/136223_-0.75.png,/static/images/modifae_pairwise/aggressive/136223_0.0.png,1,25,0,modifae
/static/images/modifae_pairwise/aggressive/136265_-0.75.png,/static/images/modifae_pairwise/aggressive/136265_0.0.png,1,57,0,modifae
/static/images/modifae_pairwise/aggressive/136221_0.0.png,/static/images/modifae_pairwise/aggressive/136221_-0.75.png,0,22,0,modifae
/static/images/modifae_pairwise/aggressive/136255_-0.75.png,/static/images/modifae_pairwise/aggressive/136255_0.0.png,1,46,0,modifae
/static/images/modifae_pairwise/aggressive/136262_-0.75.png,/static/images/modifae_pairwise/aggressive/136262_0.0.png,1,62,1,modifae
/static/images/modifae_pairwise/aggressive/136235_0.0.png,/static/images/modifae_pairwise/aggressive/136235_-0.75.png,0,80,0,gt
/static/images/modifae_pairwise/aggressive/136186_0.0.png,/static/images/modifae_pairwise/aggressive/136186_-0.75.png,0,81,0,gt
/static/images/modifae_pairwise/aggressive/136259_-0.75.png,/static/images/modifae_pairwise/aggressive/136259_0.0.png,1,40,0,modifae
/static/images/modifae_pairwise/aggressive/136240_0.0.png,/static/images/modifae_pairwise/aggressive/136240_-0.75.png,0,55,0,modifae
